"GSP1"	"COS1"	"GSP2"	"COS2"	"GSP3"	"COS3"	"GSP4"	"COS4"	"GSP5"	"COS5"	"combined_pvalue"	"adjusted_pvalue"
"Pik3c2a"	0.0378764771379392	0.0638877510379423	0.0388286472480493	0.659140125274511	0.118471310270237	0.178257117473413	0.138659969910674	0.350044002540927	0.136041551069007	0.000373136731329284	0.00360485745298966	0.357278536179263
"Plin2"	0.0278342148872668	0.141884346778056	0.136900248081026	0.964634801610785	0.500806230137579	0.509341105736842	0.705403973687178	0.00040417856497618	0.70023844179306	0.00359989086632987	0.00361220331878864	0.357689205482453
"Arhgef10"	0.00528472826763116	0.192636040008272	0.00371027578764021	0.63310360717888	0.0279959733776833	0.973702952529904	0.0850787154364089	0.316090005679375	0.08058841167556	0.000438706250898216	0.0036169515662654	0.357842152607513
"Kank2"	0.0081424331509847	0.0203519472526765	0.00573794322071602	0.598032078659433	0.0389695647995982	0.826002735050963	0.115281522711049	0.413937936435712	0.217081342835491	0.000419552361057664	0.00362039817683613	0.357866165886532
"Sys1"	0.00457252732065298	0.230075123625447	0.00143767702610388	0.396173770657964	0.00128452827285521	0.0376169759629346	0.00153701424133315	0.328827941154204	0.00274470223447978	0.0774834094063394	0.0036318739748803	0.358683097540598
"Pfkm"	0.00115686907829893	0.318568903191887	0.00102769367585857	0.563992179047421	0.0180465234488489	0.564668932031921	0.12378513379396	0.292368355878529	0.218823487669904	0.00118805336194007	0.00363735779965502	0.358907342614541
"Rapgef2"	0.0651497445886044	0.135972615555408	0.119209816192413	0.0510543346032765	0.380369242118137	0.690018350536928	0.456087220813373	0.327489566318696	0.493691781736848	0.00037224501505926	0.00365301714367716	0.360134350020238
"Cab39l"	0.00109836533167154	0.0451914941934242	0.000613550469578052	0.925120442459857	0.00621613718586042	0.699942148702307	0.11693696746407	0.143399662757164	0.4033440091928	0.17014468441876	0.00366460446720673	0.360958105411997
"Kcnn4"	0.0958767766562829	0.152569651338702	0.029309083305695	0.161598017771993	0.0786349132446595	0.602187926233575	0.144705445243954	0.446980567563939	0.139472531053393	0.000380244549375388	0.00368880187480547	0.363021389493627
"Hlf"	0.000612744037920368	0.271878532703941	0.0135168782076647	0.985694771902502	0.0488046622045883	0.0111733606710575	0.0738721617309847	0.00124772238176735	0.100722993545849	0.00751262983502334	0.00369527558355642	0.363338356498294
"Gcnt1"	0.23758092738485	0.16697771969275	0.294774570436719	0.879078808082664	0.493659468013489	0.000390758497087881	0.764652041380939	0.875797212331948	0.801629836277209	0.00649378030646109	0.00370213198094604	0.363654503413372
"Pcolce"	0.0188235597676069	0.267566220590765	0.0233033811169351	0.992960489720658	0.105197282190915	0.512180031434152	0.141661739973964	0.565440875312866	0.155733146753658	0.000367459984662967	0.003705002333662	0.363654503413372
"Seh1l"	0.0989186813851946	0.127854571391313	0.00979136927832458	0.0737448790039067	0.00128206179871383	0.183041301259931	0.000886128250094758	0.300056946996117	0.00156582740169813	0.758290250160438	0.00372625259378889	0.365419158870329
"Akt2"	0.140469618168461	0.855622934002714	0.0183168207614223	0.1552354465091	0.00194963404545673	0.321442179914312	0.000973215954352487	0.231755804988548	0.000943699963331621	0.877407492752618	0.00376135105212172	0.368434833093413
"Ap2a1"	0.0382706741413036	0.361061709736357	0.00360812113263629	0.334700557065075	0.000730947054320856	0.566568987209843	0.00125961680789769	0.839035685424587	0.00521851736867863	0.408200680348181	0.00376689956284204	0.368434833093413
"I830012O16Rik"	0.00376986817250076	0.0357070865822711	0.0094117670395033	0.776462237408958	0.155985557706367	0.665430373639616	0.509992766888641	0.749653967569183	0.620164548415808	0.000442579128195118	0.00376667527108387	0.368434833093413
"Grn"	0.0602498768693944	0.596555086374803	0.0032416782787961	0.103818848378642	0.000688200728870083	0.00654481690042672	0.00165621162389823	0.930659500505873	0.0103771672749228	0.0411067133822567	0.00377466045601316	0.368870910190144
"Klc1"	0.277654138175193	0.900137994129786	0.696811074345688	0.857534549032127	0.730051742323284	0.443563489193053	0.666612423188474	0.000374348131257658	0.64315471002401	0.750813937479477	0.00377798381298233	0.368872954902511
"Snhg11"	0.00178281989072155	0.495246040096502	0.00163701120537795	0.534647147733116	0.00574297472438293	0.340028486667755	0.0041708519653455	0.0658531722173642	0.00097570004003261	0.0654399495489007	0.00378485413941565	0.369221010870541
"Calm3"	0.00362377505319077	0.259606126306086	0.000470351199084314	0.691331683971629	0.0042195858725919	0.979988124468548	0.0716798702412574	0.55917735415946	0.256247279111166	0.0903837553684421	0.00382128257640513	0.372198320650356
"Asb11"	0.00433528778630477	0.147012927474431	0.00133151455923761	0.850698605485027	0.0015404910851207	0.131794220915585	0.00181344676351292	0.391577528165221	0.0027734058137064	0.0153475967569034	0.00382203870573483	0.372198320650356
"Ppp1r16b"	0.000748250501672016	0.0965956261700296	0.00732026932326528	0.872963264080144	0.0936490741022181	0.658576360009841	0.284562817266369	0.164459014807188	0.326748383171003	0.000906739010299142	0.00385029134276693	0.374623011826421
"Pcyox1"	0.207920528138891	0.202073150642884	0.1050425509297	0.914903433182024	0.269982064192132	0.278918278948475	0.279880396460216	0.754389000414587	0.145354486705486	0.000388803050199439	0.00386197662117893	0.375432925882233
"Grm7"	0.0137344954708493	0.410379315049143	0.00219896085274169	0.712088105526645	0.00187615749758183	0.863313087691019	0.00148695783159512	0.176852406215452	0.00130243920070696	0.0124535914275194	0.0038792267777169	0.376781937446831
"Ptma"	0.00218939418211288	0.203065218284356	0.00562505665655637	0.528830224185682	0.0246610309511433	0.673424898199557	0.0508076792521856	0.0249236470031145	0.0787661205253868	0.000553696917190501	0.00391362687599806	0.379792899035939
"Zdhhc6"	0.00503327052458581	0.227517295334996	0.00565987394248692	0.653430003697743	0.0432534741930134	0.810035078213563	0.106645145756714	0.52712224301646	0.242886846027362	0.000468701160613698	0.00393487216610322	0.381523149931558
"Ppp2r5a"	0.0258721290873554	0.0744434756105061	0.00646480481434122	0.628530731370745	0.00188244792967143	0.728475621601884	0.000925397018318055	0.194450964134636	0.001430393509468	0.0846137758284518	0.00395347418261105	0.382994331378704
"Rasgrf2"	0.0161084727169406	0.0735675700601633	0.0109581533420082	0.629912834534189	0.094522113788463	0.0524300880569537	0.280166901449527	0.564925957668978	0.219171283310838	0.00043039830134017	0.00396239353260175	0.38352576391195
"S1pr1"	0.0488349864262443	0.15226515222307	0.0790677814360272	0.674637184164429	0.165776894953219	0.24777564858482	0.131613699205039	0.0285919335063678	0.0956699292409597	0.000412995734555393	0.00396960574071581	0.38389118256242
"Kcnip3"	0.0279971824943968	0.500439540104355	0.14216977819056	0.568343012229115	0.258761418202675	0.675449287374163	0.148181429557806	0.000413592373774863	0.0825317707379783	0.0348012994520576	0.00398847324837681	0.385382150404777
"Podxl"	0.0145010225519645	0.163967078719305	0.00376873355443978	0.280122534454642	0.0173797867737675	0.328427618474717	0.023362871381219	0.846196080498536	0.0187411646837437	0.000496964203400002	0.00399340249226499	0.38552493447828
"4930503E24Rik"	0.372938535136514	0.62646839765367	0.664082165376341	0.571846429396579	0.599888953834025	0.643328565100635	0.472015414024733	0.000398434004482831	0.531242261451846	0.866631980324677	0.00400346348060943	0.385920757845673
"Col27a1"	0.0242221497820872	0.154474355491921	0.0377088985673687	0.907423893109315	0.221753447406266	0.871587307520545	0.417907600908178	0.796497740543413	0.34890659234807	0.000409929966331911	0.00400441268633878	0.385920757845673
"Slc30a3"	0.012446129007009	0.09480156251533	0.00410841644320619	0.897922073255281	0.0437512483386833	0.628932511556912	0.288440924638869	0.413043012424702	0.415784419167941	0.000471724379185102	0.00404851276884566	0.389163527792599
"Dok5"	0.000957229603462033	0.0879388450004494	0.00331979885079181	0.80292937584831	0.0492815076891367	0.282150289019484	0.186200720707215	0.00998926932683551	0.344725220047991	0.00100889903785871	0.00404359135535626	0.389163527792599
"Eif4g3"	0.00721322534314376	0.265741285590809	0.00350737816603344	0.414569406773855	0.00321041881967791	0.693746176632823	0.00166353825002464	0.014111324436925	0.0011595802183599	0.00502524346396543	0.00404835678761173	0.389163527792599
"Tmprss5"	0.00647347060127557	0.0276184728347007	0.0108491439526444	0.242040212946675	0.186163505616174	0.484286435764497	0.614843712374311	0.130934926560589	0.651562506998801	0.000460592685474495	0.0040542359973279	0.389378580024385
"Epn2"	0.0236042134896995	0.123737037921431	0.0256037490713272	0.899912798278705	0.187171429632216	0.862449835437816	0.411212072962738	0.542231907182512	0.51927994885579	0.000420728452760831	0.00407427605839661	0.390967104508475
"Srpk2"	0.0290859228937471	0.0118202169908988	0.0344246972109358	0.215831070907344	0.152295885709716	0.491069017384396	0.275079644765778	0.381676128855339	0.409222684196703	0.000437810219535852	0.00408683063733883	0.391835212401565
"Rhoq"	0.0123657458529855	0.222178265910469	0.00514985699233934	0.937833226271042	0.0246154574924118	0.255076574524243	0.0529523195775077	0.623980367299366	0.0712136274974531	0.000476210745534618	0.00410220346143486	0.392971805895121
"Adam11"	0.017556040091708	0.0777896638131703	0.0347103067142129	0.24320472781137	0.12984839499655	0.410286168758961	0.194880030672749	0.0416582933984492	0.208787326166837	0.000438325562898014	0.00412605753354023	0.394918218987057
"Plscr2"	0.00811332569444175	0.224785828211161	0.00314933091112557	0.665706043579075	0.0129759345825805	0.686352497036706	0.0283357799720283	0.84789945465105	0.0308590484843355	0.000547443829483308	0.00415660644759697	0.397501535388993
"Ano10"	0.847094419785292	0.000402065174958414	0.842888521477764	0.156003459726768	0.902410329970494	0.430847068968549	0.961348382513103	0.910546577234262	0.971266918977421	0.295153278225662	0.0041612847583159	0.39760850991935
"Uqcrb"	0.0680220402289535	0.457368702858194	0.0075651935483317	0.320187948079426	0.00157399791611917	0.298075097037691	0.001147333871799	0.725756039737594	0.00133448225221259	0.845607364736854	0.00416824028575968	0.397932702443078
"Hmg20b"	0.0131299581666065	0.0571692525364342	0.0138198834249951	0.905531996072429	0.0869216847276226	0.989505941753819	0.222635201564025	0.177504137901682	0.277299582408261	0.000432802840577261	0.00417799043125311	0.398522909447343
"Gns"	0.0265612296183518	0.793549086411446	0.0131098253647167	0.457622104122755	0.00485945459736517	0.558957238138208	0.00120433271806084	0.701012907440779	0.000869189695957569	0.0104462381217157	0.00418478003560829	0.398829955257238
"Pet100"	0.100559881091591	0.357460015395279	0.0870241148681047	0.447356884408954	0.346733123747185	0.327255455032721	0.518355940420284	0.527325409588552	0.401931556915978	0.000424080045057822	0.00419267136154589	0.399241387473462
"Zc3h4"	0.375012331278373	0.667327911014234	0.701163426355653	0.401966866788375	0.744249523923639	0.990900839718197	0.65890700481343	0.000402943602501875	0.67456618325204	0.770636531345504	0.0042373918253682	0.403156135764462
"Stmn3"	0.00778234669539093	0.381644440672929	0.0512614854771113	0.999214301713286	0.117072534454488	0.758064469419641	0.0997378278030312	0.000440995917174075	0.0821404316381373	0.126278554788748	0.00425396786840826	0.404388768461887
"Smc4"	0.000712723345455026	0.264299665627502	0.00136948682233088	0.859684596399928	0.0127612460637948	0.865760131719542	0.0800997604769513	0.0094332663180404	0.159799529256161	0.0439911440645949	0.00425996079666302	0.40461411305902
"Prpf4b"	0.028066177560988	0.726190741706066	0.00116627726557993	0.44055751542719	0.000781085301634788	0.637125611656591	0.00827012436396824	0.547969267241581	0.0675063163617892	0.44657511060943	0.00433772670632604	0.411650331792888
"Nipbl"	0.000710099371853875	0.455942783107135	0.00136304926090972	0.365129356613264	0.021248142938014	0.906160805560092	0.0748971656579978	0.0142820448594954	0.0693613904777864	0.0519150559992101	0.00435370249333089	0.412815698714817
"Cp"	0.00144803625722584	0.143712731125081	0.000788576333786881	0.462257290769913	0.00857543776993061	0.391173588406297	0.0525443322200217	0.546127887606604	0.102758931162264	0.00610098449414282	0.00439546965195037	0.416422538334139
"BC018242"	0.0205070818502244	0.0868860686142811	0.0146062088893614	0.917982841845054	0.127852201795883	0.384714181320966	0.578482989455775	0.680566693354617	0.721491143471122	0.000467328996801931	0.00442566505134212	0.41892789646809
"Tuba4a"	0.0189343488297269	0.489637512658489	0.0788409157083476	0.952527742778019	0.36057620271503	0.278582280898225	0.488836618308182	0.00348517217775763	0.409161914808028	0.000520570906277624	0.00442962959797577	0.418948134682061
"Necab3"	0.0068238236201494	0.124741782887836	0.00272509551871275	0.640720633879356	0.00449795909569957	0.59610318005677	0.00253134946979405	0.43252998019165	0.00142357259436489	0.00252554435548128	0.00447391512954864	0.422421235988781
"Rian"	0.0100497197965098	0.794321247652591	0.00288817169289373	0.489939013029492	0.00143512922439595	0.761006610502075	0.00152828789607937	0.214778104289171	0.00232988779997408	0.0751057123595494	0.00447281955304246	0.422421235988781
"Meg3"	0.000900438693543105	0.126344773566858	0.00115342585955454	0.912859858751191	0.009065723143412	0.628385868972786	0.0893601513537804	0.00857723199938728	0.0706829801879498	0.550626333384863	0.00449680565884236	0.424223929823314
"Atox1"	0.000937967882059156	0.0328430595580848	0.00117488094645761	0.117777360024582	0.0413360512604762	0.911410920095348	0.317484330767195	0.237368036180725	0.273551547259795	0.00442525980472896	0.00453921113871125	0.427863047504184
"Scn3b"	0.110072878431477	0.165651898965476	0.221482480084745	0.184733722901545	0.715729888968924	0.633365404142527	0.937214250313509	0.343883101727564	0.942421867762986	0.000452095429468264	0.00454612243809538	0.428153191314909
"A730098P11Rik"	0.00892379406168524	0.205993292768254	0.00118265700612309	0.958763387127585	0.00121167174626911	0.262104694232496	0.00367646571863855	0.355034291148532	0.00915772344152106	0.0208342119332406	0.00455246991034508	0.428389789829502
"Rpl27a"	0.0238576288533842	0.0453078467669118	0.0235029083955143	0.684214930805946	0.194461168559822	0.941921472921693	0.476925712556129	0.368077199078364	0.62205882032413	0.000476793133940259	0.00456730808116623	0.429063132394024
"Rab26"	0.0237812870679699	0.372260962548895	0.0463666501576275	0.785670039040161	0.31844897278857	0.762453675438583	0.776859666490494	0.0563959407172276	0.851054425237416	0.000470939543155438	0.00456502370509426	0.429063132394024
"Ap1b1"	0.0645008713364483	0.28744557742689	0.0229626039140587	0.560131689972719	0.00512327337246528	0.238714103562988	0.00146168253940167	0.139235018363264	0.000808353303435576	0.813098046060578	0.00458179414286897	0.430062284589162
"Kirrel"	0.0039589999853759	0.372287888158163	0.00201671341904336	0.311042872874928	0.0134952480468763	0.311792412472007	0.0443144685077493	0.55633670396018	0.0581368134213579	0.000766045207946839	0.00460306488295914	0.431696056496194
"Lifr"	0.00200935773018545	0.0210346316024374	0.002294408960514	0.968479070235321	0.00785427264750754	0.360297534570869	0.00882104538379436	0.337313703335418	0.0104558123838627	0.00113457010401127	0.00460752857616942	0.431752169335714
"Trip10"	0.00262975479765962	0.726148714696479	0.000670116037244398	0.870909662845804	0.004655485654847	0.633063006286087	0.047335283273366	0.802212291683845	0.12666949729125	0.0259271565457421	0.00467596773930623	0.437431370884218
"Ccdc109b"	0.154609480650671	0.245377684964701	0.112847864316191	0.473306914212297	0.149171833557613	0.000489974284157741	0.199623255380327	0.938911976225052	0.201782465325894	0.0122083849668026	0.00467392742116957	0.437431370884218
"Plxna4"	0.0541293991208031	0.452020038001678	0.403237599714652	0.202312313572367	0.663321999384312	0.0888698523719534	0.52755901929327	0.000478483944886977	0.445229420908086	0.363424244007496	0.00470587417980817	0.439860691246082
"Ptprf"	0.00189878365027065	0.085242552757067	0.00103624824495257	0.818596020012034	0.00292719837432819	0.513736556115173	0.00777663816441229	0.322328814795918	0.0113952911704905	0.0159836903267971	0.00471564871399111	0.440405782018997
"Fam76a"	0.0551840659758037	0.882210260726689	0.00209771980894908	0.904943395915797	0.000690749002078056	0.117880242171142	0.00589971956002735	0.72938980479916	0.041372766082571	0.802816064066092	0.00472002025529505	0.440445785075283
"Tmed5"	0.0069451667045347	0.404680262664729	0.0028762722144307	0.323761801566462	0.0152189078745974	0.926425457183422	0.0539833214022274	0.714979813165194	0.0967531447762872	0.000650176235043538	0.00473734028445871	0.441552261988955
"Twsg1"	0.0149919792933267	0.748993372063996	0.00156443903447215	0.960752531115789	0.00107569937342918	0.468669701243311	0.00289874059511878	0.205851880051014	0.00799800720189985	0.0353228146657891	0.00473978400095765	0.441552261988955
"Elavl4"	0.0318874632053119	0.394299596624326	0.135509697310596	0.562106571703434	0.537994023376858	0.252034317173608	0.74821551386429	0.000498420451250846	0.723016581258356	0.0170950113197299	0.00476066146633858	0.443127599183544
"H2afy2"	0.00592072831752241	0.18588527344305	0.00102399169521603	0.115845029668264	0.00218061987518666	0.891241088197472	0.0118327737489581	0.2603013048298	0.0595384459079698	0.00262517338190609	0.00477718466767851	0.444220995496597
"Rnh1"	0.0206289406863401	0.00053286063980198	0.0480082282395304	0.900301044770974	0.116421605299712	0.641723172936755	0.111117146271613	0.20402910987322	0.144788534095251	0.00781182603142288	0.00478433919292076	0.444220995496597
"Vezt"	0.0535667737316621	0.245095318558075	0.245971035068329	0.853195858503735	0.494614547183616	0.898155665391968	0.541359560942601	0.000481510080151899	0.617949151206816	0.147918193345233	0.00478287019942114	0.444220995496597
"Cd97"	0.00306732677801889	0.381784897217725	0.000648392823066579	0.990606116882823	0.00357449728695332	0.161001541291256	0.0436923429294581	0.765212157199472	0.104538067032038	0.091734561109096	0.00478981686149571	0.444360214678276
"Zfp282"	0.0124677602379348	0.385831228894183	0.0426306328254173	0.826558266637494	0.388732825266132	0.527342457180838	0.590654575974178	0.442843592974616	0.640594214951432	0.000503201737220629	0.00479398477544535	0.444377795256127
"Hnrnpa3"	0.0110312521295168	0.00213719077880041	0.00266746612492231	0.690789322142291	0.0150440205602788	0.743131271743742	0.0635424883027887	0.712104117800088	0.074461537829847	0.000946846721248998	0.00481419215310952	0.445880889865801
"Amigo2"	0.00864621321610139	0.407852780206607	0.00123399009011132	0.505294091884981	0.00130041775046753	0.491966210114451	0.00407336032269289	0.738026050805576	0.00754785655061172	0.277092099044182	0.00482209742332174	0.446243041144262
"Zfp111"	0.246354974604675	0.233717527323715	0.0787899143880692	0.370216445882719	0.0059236881127721	0.41343859921152	0.00120115006055921	0.266424552417693	0.000957676880011829	0.891584787549952	0.00485200380217776	0.44863891802877
"Pde4d"	0.00997652185491054	0.276702937425772	0.00429617193603451	0.767689193123751	0.0250556155846825	0.704415075907399	0.134455361806905	0.394330898882272	0.319347305215014	0.000601402815955051	0.00489574785104741	0.452309268757752
"Slc35a4"	0.005834023914409	0.223856805950102	0.000999765666602462	0.356316180159843	0.0014258299148945	0.670564132169526	0.00828316088380337	0.714812890066715	0.0274199881484981	0.316599442925335	0.00491861581773201	0.454046443372948
"Rbm34"	0.0180757568008459	0.557866701085625	0.01942969101961	0.580298292891262	0.0388617259018663	0.267318393473366	0.0263416999198081	0.0192113370520561	0.0255189212938496	0.000566333855095988	0.00492957561822238	0.454682392076718
"Ldhb"	0.00454400717338853	0.106398088720934	0.0613429353872724	0.831074813294377	0.226225751911098	0.767995275446443	0.236948239912391	0.000572099736054739	0.21704836549926	0.0323881372683207	0.00493550447964186	0.454853642513122
"Snx14"	0.0306688566172236	0.888101792539537	0.00282598295040731	0.915479244847187	0.00087897460568214	0.356492705094545	0.00249355563719163	0.863590889385003	0.00976274015471355	0.476233433720982	0.00499402849429376	0.459867757804941
"Nwd1"	0.193538653875863	0.388944970898934	0.0774298292047513	0.732691586697022	0.075881966336811	0.476697352471234	0.0747056989680472	0.758336484392887	0.147815608451394	0.000511414293335342	0.00499929556041168	0.459973564561745
"Spata2"	0.0960010767841921	0.545481894147604	0.130454124285208	0.768988623197301	0.528920012207525	0.278078762489242	0.814798004308718	0.295679991620248	0.770225376231728	0.000503879415731415	0.00501391036486964	0.460938552957262
"4833424O15Rik"	0.0186177886855863	0.0140285832827076	0.015662805463606	0.439557333671005	0.119354140110215	0.237930386355586	0.310630361238447	0.419107569477119	0.309790884318199	0.000560335707677838	0.00502375041591008	0.461463362792772
"Slc39a12"	0.037512838733402	0.0132985275665911	0.0286531540054874	0.972418807679373	0.0671785286543399	0.52054036281641	0.137914897778856	0.171924254177361	0.296328395828337	0.000538161072248043	0.00503144551122736	0.461790444261994
"Fermt2"	0.00613846886463709	0.137623720381251	0.0028903702383113	0.141081416650939	0.0226039838076645	0.556638169341963	0.133596008626224	0.854729808586881	0.296696064285166	0.000710814214453014	0.0050610986312849	0.463442367257782
"Alas2"	0.0105703559541168	0.260915313275243	0.00110496372101471	0.726348403896632	0.00127450877751204	0.243566896976289	0.00762135543567419	0.84205674705246	0.0366647249098601	0.0283651085455889	0.00506189133965074	0.463442367257782
"Nek7"	0.0140012059211509	0.151798515484092	0.00347238223560094	0.798743952171498	0.00501328660033659	0.471405004936874	0.0148976387692152	0.0696945310777969	0.0528246009628637	0.000760310783980172	0.00506009781744199	0.463442367257782
"Pcsk1n"	0.0611368253576251	0.332790599274459	0.132585256202606	0.939928803484477	0.235983866259626	0.814806436998537	0.348634201446778	0.00051739839186671	0.417054497012071	0.0339413201100108	0.00507099076794959	0.463635009932708
"Cpsf6"	0.00295323622021736	0.00264495476796347	0.0013887258169764	0.415950491248116	0.00294985138039425	0.36009244589637	0.00820499541806453	0.392804540098383	0.0157097175172366	0.139473174441335	0.00507229708708667	0.463635009932708
"B3gat3"	0.0229300420250677	0.881617397952569	0.00533661016860768	0.547224361253762	0.00123919341911898	0.784465605030625	0.00151025568091932	0.0496313703580814	0.00391963818472114	0.518804552705973	0.00509513175536602	0.464581676202729
"Zfp703"	0.0195103876527153	0.0586143931095378	0.00223542676930796	0.398776314841459	0.00397830590209518	0.791444385792587	0.00699599007408079	0.981313668744849	0.00948511000239309	0.000993228094139396	0.00508768545846938	0.464581676202729
"Zbtb20"	0.0052514590519308	0.157265002842249	0.00170509319771366	0.802814929114876	0.015386078728924	0.10960235641731	0.0743275477134323	0.138246981878457	0.0603855656643122	0.000930259269399498	0.0050929837822753	0.464581676202729
"Fosb"	0.0935166018680513	0.0288221881392341	0.123964800474959	0.472925926615192	0.393201306539412	0.359261045511173	0.622659943817698	0.175808811518846	0.671661409448364	0.000526942952786169	0.00511420522550354	0.465940463958371
"Nefm"	0.358470344332246	0.857060294255242	0.786943309531765	0.697570552730436	0.862890729552808	0.544428142419851	0.785268170983705	0.000508512118680437	0.647605599085542	0.785385729800799	0.00515798434759895	0.469546063037974
"Bid"	0.143039096639853	0.0200817717030224	0.117069242543669	0.373981499176306	0.266815438434097	0.708800231132269	0.516812773603755	0.00053951969432645	0.410279706596045	0.0899787480824187	0.00517773179011272	0.470959898794164
"Pja1"	0.0106189313346658	0.109737768387762	0.00244187076346097	0.593365593421126	0.027386991611916	0.0520263149549116	0.287838936306632	0.901761145915702	0.503742942046941	0.000740394170747257	0.00523476481581309	0.475476462382624
"Nucb2"	0.00509248704050805	0.495787907122012	0.0186801458034445	0.710406924111555	0.259437050492992	0.861200190629198	0.526999204388231	0.0233902204494296	0.311866004525748	0.000616688267495539	0.00523590053678946	0.475476462382624
"Ramp2"	0.00367924713517649	0.212928078092713	0.00560961692945833	0.986895892303768	0.0439403301028678	0.285961666834719	0.156250912669066	0.140378017848031	0.297218385626441	0.000673846025720877	0.00525790926196379	0.477087217149733
"Trf"	0.00173570951249411	0.242979612486882	0.00176026226453387	0.764013423529884	0.0101509968214119	0.165011184202257	0.0441306191633164	0.0103511374390593	0.0690326696200778	0.00195381690548837	0.0052815321773656	0.478841705041896
"Lpin2"	0.00132766681331695	0.100249137496064	0.000956647086251655	0.994323126076632	0.00496379716774897	0.455381662926682	0.038627104155318	0.439612588275879	0.104557857241679	0.0663305448475646	0.00530639338468775	0.48070552376209
"Hmox1"	0.0347366178309992	0.27849388581738	0.0121299392647357	0.792285898492148	0.0187076033221159	0.322260595860779	0.0175566354936445	0.509753128076859	0.0193272420031677	0.000622290159095419	0.00531755203138307	0.481326014351814
"Poldip3"	0.0654671040676531	0.136184820869187	0.0473875835138223	0.566426179159755	0.194522438294035	0.94905156998708	0.318139480291137	0.523084755612655	0.220530109953996	0.000543070390880002	0.00533508157318374	0.481741555796216
"Gfap"	0.00208243615996771	0.242576247629514	0.0149530495116776	0.564516700776799	0.135293188562152	0.370727684096356	0.185809155703772	0.117705327110618	0.168823958735558	0.000769388597599242	0.00533023716454806	0.481741555796216
"Eid1"	0.00592143646031967	0.258762559514651	0.000802990577007515	0.0448394201079632	0.00413277285810272	0.447288329741504	0.0470075254129362	0.857454089879212	0.124001761686938	0.00583867370498123	0.00533200776342158	0.481741555796216
"Gria1"	0.0370245752954974	0.214171323700145	0.0158426975666441	0.617318010208358	0.0353741668759257	0.575540283888925	0.0863457147511392	0.387156684407165	0.156552010421669	0.000578844316602642	0.00535861180711494	0.483475418859848
"Mtfr1l"	0.0635547480352676	0.000546877689476665	0.292634582597156	0.24229949119618	0.59336816786714	0.269071738193291	0.584727841521536	0.600983714749799	0.581882718341662	0.444427758588399	0.00540647813463435	0.487019653457366
"Snx10"	0.0240487991725451	0.0709772017188706	0.0363086295294072	0.891252530169322	0.0530843777938448	0.884912672097321	0.0779363714446355	0.000578874997700241	0.127611111766087	0.0591374347592693	0.00540930706553766	0.487019653457366
"Fem1b"	0.0118339462941069	0.318268898714569	0.00187126739256324	0.995187245193562	0.00120364703639813	0.868417442347397	0.00227370419311651	0.812730973546733	0.00624354271013697	0.0619836349097772	0.00541097493885578	0.487019653457366
"Ctnnbip1"	0.00567427591599775	0.189869075042166	0.0147987519586589	0.321468908972134	0.192285953713358	0.870469655975398	0.654247105639261	0.333843570007858	0.675024386481385	0.000624795042413245	0.00541555874332755	0.48703976538454
"Ephb3"	0.0746787025838124	0.107899009420069	0.00522086001925189	0.0333758265025757	0.0014493458793452	0.944608807625947	0.00172217235692083	0.237535859131422	0.00293763006207024	0.448114149768671	0.00543280573643834	0.48819777271636
"Nbeal1"	0.0018603243297136	0.122057115458926	0.000933928556980625	0.856117433054659	0.0100230926445202	0.0658511222587371	0.0928920469299138	0.196441898175348	0.19228708406312	0.010618428978979	0.00544052901164105	0.488498794706513
"Edc4"	0.132564656739267	0.825094618455533	0.0269785431773359	0.619673638134318	0.00464138528082981	0.344807651319961	0.00147651910948052	0.617627112817146	0.00110350407251476	0.580415892619954	0.00544535123376888	0.488539060156404
"Anln"	0.00245213405349467	0.594936169640427	0.0047939471355588	0.902719917378936	0.00408700764194885	0.852974820188109	0.00227842492901376	0.0253203524653325	0.00196302335073467	0.264177763035524	0.00545084425202691	0.488639394304493
"Psap"	0.149679259882689	0.0469623053420748	0.013487981769829	0.239003425949615	0.00140101079187094	0.694268189772859	0.00137377000569759	0.511502301467672	0.00346141714442233	0.589193301096048	0.00545756275290032	0.488849337476991
"Dmwd"	0.0172568994280202	0.338055331820155	0.00426088959815885	0.857849086859455	0.00613093539008311	0.559667917103434	0.00699162802349802	0.925326284098367	0.00899996255962672	0.000888959557260625	0.00550574896598754	0.492770348248102
"Scrg1"	0.0274872460420449	0.154640829370061	0.0905023189655721	0.482015222950018	0.53720472683092	0.80477662794569	0.830554397177505	0.182463013113179	0.768459036180291	0.000567773861872602	0.00553775883164964	0.494842248613226
"Ptpn1"	0.0454348857839717	0.107225224100094	0.106531952359112	0.827660617080901	0.431989278114916	0.65911339250213	0.616964688611317	0.0397523671620261	0.556509483518862	0.00057176187839419	0.00553704327458493	0.494842248613226
"Klhl1"	0.0689910735930761	0.415940807235924	0.0348861482851005	0.261801669534189	0.175072558234132	0.662672326877867	0.493225180585716	0.265353543304485	0.544661503861838	0.000573283962345845	0.00556502119722224	0.496804312817745
"Cbln1"	0.0268359272287668	0.557292172911087	0.0456328305122779	0.910150978928152	0.209096616166114	0.788209874122073	0.328872087958179	0.00850940742192921	0.356016344918289	0.00061458857350296	0.0055686117557342	0.496804312817745
"Cdkn1b"	0.0182188392726443	0.688923415995043	0.022563313251235	0.699109908916798	0.201998484254592	0.422150993183119	0.556903180375779	0.597052754018483	0.646830700153704	0.00059142324346071	0.00559397596479272	0.498668885698245
