	Rep11_MOB.st_mat.processed	average
Kctd2	0.4860000000000004	0.204902576995611
Tspyl2	0.5120000000000003	0.2212445003142793
Dlx2	0.7340000000000005	0.36077938403521687
X1110058L19Rik	0.5080000000000003	0.21873035826525342
Abhd8	0.5300000000000004	0.23255813953489587
Hlf	0.4990000000000004	0.2130735386549452
Vezf1	0.5590000000000004	0.25078566939033364
Mrpl47	0.5330000000000004	0.2344437460716653
Fchsd2	0.4850000000000004	0.20427404148335454
Stt3b	0.5520000000000004	0.24638592080453833
Adh5	0.5190000000000003	0.22564424890007465
Dio2	0.5810000000000004	0.2646134506599761
Fam192a	0.46500000000000036	0.19170333123822503
Hsph1	0.4880000000000004	0.20615964802012396
Uck2	0.43900000000000033	0.17536140791955668
Tceal8	0.47500000000000037	0.19798868636078978
Omg	0.6080000000000004	0.28158390949090095
C1d	0.4840000000000004	0.20364550597109807
Sall3	0.5190000000000003	0.22564424890007465
Rab3ip	0.48000000000000037	0.20113136392207218
Lancl2	0.5750000000000004	0.26084223758643726
Hmgxb3	0.5840000000000004	0.26649905719674555
Fam110b	0.6580000000000005	0.31301068510372476
Prnp	0.3780000000000003	0.13702074167191164
Uimc1	0.5440000000000004	0.24135763670648652
Rhoa	0.46300000000000036	0.19044626021371208
Nap1l5	0.44100000000000034	0.17661847894406962
Tbcel	0.45000000000000034	0.1822752985543779
Zscan26	0.47300000000000036	0.19673161533627684
Snip1	0.45600000000000035	0.18604651162791674
Pex2	0.47500000000000037	0.19798868636078978
Inpp5j	0.7260000000000005	0.3557510999371651
Ndufaf2	0.5900000000000004	0.2702702702702844
Umps	0.5670000000000004	0.2558139534883855
Rad17	0.4870000000000004	0.20553111250786749
X1700008O03Rik	0.46700000000000036	0.19296040226273797
Appl2	0.4830000000000004	0.2030169704588416
Zfp329	0.3930000000000003	0.1464487743557588
Smurf2	0.5040000000000003	0.2162162162162275
Sox6	0.5430000000000004	0.24072910119423005
Fam103a1	0.4290000000000003	0.16907605279699192
Hnrnpr	0.48000000000000037	0.20113136392207218
Tcp11l2	0.7160000000000005	0.3494657448146003
X2810474O19Rik	0.6810000000000005	0.32746700188562367
Abcc5	0.5160000000000003	0.22375864236330523
Dpy30	0.6010000000000004	0.2771841609051056
Atxn1	0.6140000000000004	0.2853551225644398
Dennd2c	0.4180000000000003	0.1621621621621707
Ubb	0.5190000000000003	0.22564424890007465
Setd5	0.45000000000000034	0.1822752985543779
Hs3st3a1	0.5870000000000004	0.268384663733515
Ybx1	0.5560000000000004	0.24890006285356422
Fh1	0.5610000000000004	0.2520427404148466
Add3	0.4050000000000003	0.1539912005028365
Slc23a2	0.4160000000000003	0.16090509113765772
Atg5	0.5910000000000004	0.2708988057825409
Zfp651	0.6450000000000005	0.30483972344439053
Pvrl2	0.46900000000000036	0.19421747328725095
Fgfr2	0.5930000000000004	0.27215587680705383
Crk	0.4920000000000004	0.20867379006914988
Pcsk2	0.4950000000000004	0.2105593966059193
Fsd1l	0.6100000000000004	0.2828409805154139
Zswim8	0.6960000000000005	0.3368950345694708
Slc30a1	0.45100000000000035	0.18290383406663438
Cck	0.7210000000000005	0.3526084223758827
P2rx4	0.3980000000000003	0.14959145191704115
Ddrgk1	0.45800000000000035	0.1873035826524297
Eif4a1	0.5970000000000004	0.2746700188560797
Tsen15	0.6500000000000005	0.3079824010056729
Tmem150a	0.45600000000000035	0.18604651162791674
Gp1bb	0.5560000000000004	0.24890006285356422
Slc35f3	0.7260000000000005	0.3557510999371651
Mcoln1	0.5220000000000004	0.22752985543684406
D10Wsu52e	0.4880000000000004	0.20615964802012396
Wiz	0.6740000000000005	0.3230672532998283
Vegfb	0.45700000000000035	0.18667504714017322
Tmem189	0.5400000000000004	0.23884349465746063
Bola2	0.5340000000000004	0.23507228158392177
Ints6	0.5330000000000004	0.2344437460716653
Cdk13	0.46700000000000036	0.19296040226273797
Dlgap1	0.5000000000000003	0.2137020741672016
Clstn2	0.5610000000000004	0.2520427404148466
Rreb1	0.5780000000000004	0.2627278441232067
Nudt19	0.5010000000000003	0.21433060967945808
Mapk8	0.5600000000000004	0.25141420490259014
Rims2	0.44600000000000034	0.179761156505352
Ankrd17	0.5410000000000004	0.2394720301697171
Epc1	0.48100000000000037	0.20175989943432865
Dync1h1	0.5000000000000003	0.2137020741672016
Zcchc7	0.5750000000000004	0.26084223758643726
Adam15	0.44000000000000034	0.17598994343181315
Gcnt1	0.8340000000000006	0.42363293526086443
Atg4b	0.48100000000000037	0.20175989943432865
X1810022K09Rik	0.5820000000000004	0.2652419861722326
Frmd7	0.4930000000000004	0.20930232558140635
Snx25	0.45600000000000035	0.18604651162791674
Mamdc2	0.45500000000000035	0.18541797611566027
Taf1b	0.4930000000000004	0.20930232558140635
X2810001G20Rik	0.6150000000000004	0.2859836580766963
Gpr124	0.5380000000000004	0.23758642363294769
Mrpl41	0.46000000000000035	0.18856065367694266
Cmas	0.5240000000000004	0.228786926461357
Hip1	0.5120000000000003	0.2212445003142793
Rnf19a	0.4970000000000004	0.21181646763043224
Ssna1	0.5970000000000004	0.2746700188560797
Fam65a	0.6330000000000005	0.29729729729731286
Tmem30a	0.4270000000000003	0.16781898177247898
Gprasp1	0.4040000000000003	0.15336266499058002
Cnbp	0.5620000000000004	0.2526712759271031
Polr2h	0.5750000000000004	0.26084223758643726
Smg6	0.5350000000000004	0.23570081709617824
Nkd1	0.4010000000000003	0.15147705845381057
Ric3	0.5540000000000004	0.24764299182905128
Rgs3	0.5100000000000003	0.21998742928976636
Slc35f6	0.5330000000000004	0.2344437460716653
Smek2	0.4820000000000004	0.20238843494658512
Slc25a12	0.43400000000000033	0.17221873035827429
X4932438A13Rik	0.5810000000000004	0.2646134506599761
Slc25a33	0.5730000000000004	0.2595851665619243
Plekha2	0.7320000000000005	0.3595223130107039
Eif4enif1	0.6600000000000005	0.3142677561282377
Nfs1	0.5060000000000003	0.21747328724074047
Cldn25	0.6370000000000005	0.29981143934633875
Ntsr2	0.5540000000000004	0.24764299182905128
Slc7a8	0.5820000000000004	0.2652419861722326
Tmem9b	0.5030000000000003	0.21558768070397102
Nrxn2	0.5410000000000004	0.2394720301697171
Arfrp1	0.47900000000000037	0.2005028284098157
X2510003E04Rik	0.4080000000000003	0.1558768070396059
AF251705	0.5940000000000004	0.2727844123193103
Ctage5	0.5020000000000003	0.21495914519171455
Dnajc10	0.43300000000000033	0.1715901948460178
Cep170	0.5120000000000003	0.2212445003142793
Dock5	0.5210000000000004	0.2269013199245876
Trip12	0.43200000000000033	0.17096165933376134
Cct5	0.4890000000000004	0.20678818353238043
Gab2	0.5980000000000004	0.2752985543683362
Cryz	0.5090000000000003	0.2193588937775099
Fubp3	0.5010000000000003	0.21433060967945808
Birc6	0.6450000000000005	0.30483972344439053
Psenen	0.5940000000000004	0.2727844123193103
Cox15	0.4960000000000004	0.21118793211817577
Trim44	0.4040000000000003	0.15336266499058002
Gps2	0.5480000000000004	0.24387177875551244
Efs	0.47600000000000037	0.19861722187304626
Spp1	0.6020000000000004	0.2778126964173621
Sec31a	0.6530000000000005	0.30986800754244237
Nsa2	0.6000000000000004	0.27655562539284917
Fam49b	0.47400000000000037	0.1973601508485333
Rab28	0.6660000000000005	0.31803896920177654
Dlc1	0.5660000000000004	0.255185417976129
Nup50	0.5420000000000004	0.24010056568197358
Ccdc90b	0.48100000000000037	0.20175989943432865
Trappc13	0.5320000000000004	0.23381521055940882
Scx	0.4240000000000003	0.16593337523570953
Armcx3	0.5120000000000003	0.2212445003142793
Enthd2	0.5680000000000004	0.2564424890006419
Cartpt	0.6990000000000005	0.33878064110624023
Zfp704	0.4920000000000004	0.20867379006914988
Cacnb4	0.5370000000000004	0.2369578881206912
Pard6a	0.5130000000000003	0.22187303582653578
Btbd11	0.3710000000000003	0.13262099308611633
Xiap	0.5440000000000004	0.24135763670648652
Abcf1	0.5130000000000003	0.22187303582653578
Zfp131	0.5440000000000004	0.24135763670648652
Ttc28	0.47400000000000037	0.1973601508485333
Napa	0.5730000000000004	0.2595851665619243
Mettl16	0.6310000000000004	0.2960402262727999
Tacc2	0.5150000000000003	0.22313010685104873
Tmem57	0.5290000000000004	0.2319296040226394
Kdsr	0.5250000000000004	0.22941546197361348
Rnf26	0.5980000000000004	0.2752985543683362
U2surp	0.5070000000000003	0.21810182275299694
Zbtb44	0.5290000000000004	0.2319296040226394
Pipox	0.46000000000000035	0.18856065367694266
Pak2	0.3890000000000003	0.14393463230673287
Faf2	0.5370000000000004	0.2369578881206912
Tro	0.45200000000000035	0.18353236957889085
Cmc1	0.45300000000000035	0.18416090509114733
Map3k7	0.5560000000000004	0.24890006285356422
Gabra5	0.7610000000000006	0.3777498428661417
Ndufs1	0.43600000000000033	0.17347580138278723
Polr2b	0.47000000000000036	0.19484600879950742
Rilpl2	0.6050000000000004	0.27969830295413156
Aspa	0.5360000000000004	0.2363293526084347
Cnrip1	0.5320000000000004	0.23381521055940882
Zfp639	0.4910000000000004	0.2080452545568934
Atp6v1h	0.5240000000000004	0.228786926461357
Kat8	0.5530000000000004	0.2470144563167948
Lag3	0.32700000000000023	0.1049654305468314
Dlst	0.5260000000000004	0.23004399748586996
Prdx6	0.4820000000000004	0.20238843494658512
Me2	0.45300000000000035	0.18416090509114733
Ncbp1	0.6140000000000004	0.2853551225644398
Eif2ak3	0.5260000000000004	0.23004399748586996
Sbf1	0.6990000000000005	0.33878064110624023
Elk1	0.47300000000000036	0.19673161533627684
Grin1	0.8380000000000006	0.4261470773098903
Gsto1	0.45600000000000035	0.18604651162791674
Tcea1	0.46500000000000036	0.19170333123822503
Sycp3	0.5270000000000004	0.23067253299812646
Armc8	0.44600000000000034	0.179761156505352
Thap11	0.45000000000000034	0.1822752985543779
Wdr45	0.5010000000000003	0.21433060967945808
Me1	0.4060000000000003	0.15461973601509296
Ctsf	0.4880000000000004	0.20615964802012396
Plekho1	0.6020000000000004	0.2778126964173621
Smu1	0.4170000000000003	0.16153362664991422
Atp1a3	0.4940000000000004	0.20993086109366282
Pde4a	0.5850000000000004	0.26712759270900205
Dera	0.4130000000000003	0.1590194846008883
Sppl2b	0.5520000000000004	0.24638592080453833
Yeats2	0.5510000000000004	0.24575738529228186
Wnk1	0.4860000000000004	0.204902576995611
Wnt7a	0.46700000000000036	0.19296040226273797
Uqcrq	0.5520000000000004	0.24638592080453833
Pea15a	0.4160000000000003	0.16090509113765772
Rit2	0.4900000000000004	0.20741671904463693
Gm14326	0.5610000000000004	0.2520427404148466
Fam173b	0.47100000000000036	0.1954745443117639
Gbf1	0.4880000000000004	0.20615964802012396
A830080D01Rik	0.5190000000000003	0.22564424890007465
March1	0.36000000000000026	0.12570710245129507
Nol6	0.44300000000000034	0.17787554996858257
Slc35e2	0.4240000000000003	0.16593337523570953
BC023829	0.6030000000000004	0.27844123192961856
Nudt21	0.43500000000000033	0.17284726587053076
Gtf2a2	0.5200000000000004	0.22627278441233112
X1500012F01Rik	0.3980000000000003	0.14959145191704115
Trim2	0.43600000000000033	0.17347580138278723
Psd	0.7810000000000006	0.39032055311127123
X5730409E04Rik	0.6040000000000004	0.27906976744187506
Ptprz1	0.45800000000000035	0.1873035826524297
Frrs1l	0.46100000000000035	0.18918918918919914
Neat1	0.5050000000000003	0.21684475172848397
Dpyd	0.5280000000000004	0.23130106851038293
Hadha	0.5120000000000003	0.2212445003142793
Slirp	0.6040000000000004	0.27906976744187506
Adcy8	0.5010000000000003	0.21433060967945808
Acss2	0.5540000000000004	0.24764299182905128
AI504432	0.5080000000000003	0.21873035826525342
Mkl2	0.4940000000000004	0.20993086109366282
Lpar6	0.46700000000000036	0.19296040226273797
Gmcl1	0.5190000000000003	0.22564424890007465
Pick1	0.5670000000000004	0.2558139534883855
Nmb	0.46900000000000036	0.19421747328725095
Camta2	0.5260000000000004	0.23004399748586996
Dbr1	0.5010000000000003	0.21433060967945808
Fbxo31	0.5640000000000004	0.25392834695161604
Ep400	0.5150000000000003	0.22313010685104873
Ogt	0.47700000000000037	0.19924575738530273
Pfkp	0.6080000000000004	0.28158390949090095
Cpsf7	0.5540000000000004	0.24764299182905128
Ext1	0.5220000000000004	0.22752985543684406
Dgki	0.5440000000000004	0.24135763670648652
Casc3	0.5160000000000003	0.22375864236330523
Dvl1	0.4880000000000004	0.20615964802012396
Slc16a4	0.47700000000000037	0.19924575738530273
Gphn	0.45900000000000035	0.1879321181646862
Prpsap2	0.5950000000000004	0.2734129478315668
Trps1	0.5290000000000004	0.2319296040226394
Prpf8	0.4850000000000004	0.20427404148335454
Astn1	0.46900000000000036	0.19421747328725095
Ranbp2	0.5000000000000003	0.2137020741672016
Ddb1	0.46900000000000036	0.19421747328725095
Kcnq2	0.6100000000000004	0.2828409805154139
Thbs1	0.33400000000000024	0.10936517913262672
Cdh23	0.44900000000000034	0.18164676304212143
Commd8	0.4850000000000004	0.20427404148335454
Thrap3	0.5710000000000004	0.2583280955374114
D4Wsu53e	0.4920000000000004	0.20867379006914988
Hrh3	0.5610000000000004	0.2520427404148466
Ptgds	0.3070000000000002	0.09239472030170189
Eepd1	0.46500000000000036	0.19170333123822503
X1700030K09Rik	0.6080000000000004	0.28158390949090095
Txn1	0.43200000000000033	0.17096165933376134
Mll3	0.4890000000000004	0.20678818353238043
Ube2k	0.46800000000000036	0.19358893777499445
Pram1	0.4050000000000003	0.1539912005028365
Atad1	0.44600000000000034	0.179761156505352
Pxn	0.4280000000000003	0.16844751728473545
Fcer1g	0.5220000000000004	0.22752985543684406
Atg10	0.47100000000000036	0.1954745443117639
Enpp2	0.43800000000000033	0.1747328724073002
Rfx3	0.5520000000000004	0.24638592080453833
Zer1	0.5450000000000004	0.241986172218743
Cherp	0.6260000000000004	0.2928975487115175
Cab39	0.5000000000000003	0.2137020741672016
Atp2a2	0.43400000000000033	0.17221873035827429
Rab6a	0.4220000000000003	0.16467630421119658
Lhfpl4	0.6180000000000004	0.28786926461346574
Timm9	0.6080000000000004	0.28158390949090095
Taf10	0.6600000000000005	0.3142677561282377
Lxn	0.4090000000000003	0.15650534255186238
Maz	0.6060000000000004	0.280326838466388
Lrp1	0.5300000000000004	0.23255813953489587
Tnfrsf12a	0.4940000000000004	0.20993086109366282
Btg2	0.5190000000000003	0.22564424890007465
Mcrs1	0.47900000000000037	0.2005028284098157
Cope	0.5040000000000003	0.2162162162162275
Slitrk1	0.4890000000000004	0.20678818353238043
Map2k6	0.6050000000000004	0.27969830295413156
Hk1	0.44400000000000034	0.17850408548083904
Txndc11	0.5590000000000004	0.25078566939033364
X4833439L19Rik	0.5180000000000003	0.22501571338781817
Nlgn3	0.5220000000000004	0.22752985543684406
Acaa2	0.4910000000000004	0.2080452545568934
Mbnl2	0.5170000000000003	0.2243871778755617
Dynlt1a	0.4820000000000004	0.20238843494658512
Ndufb4	0.4300000000000003	0.1697045883092484
Ywhaq	0.6610000000000005	0.31489629164049415
Cyp2j9	0.5510000000000004	0.24575738529228186
Atp13a5	0.44500000000000034	0.17913262099309551
Akr1a1	0.4870000000000004	0.20553111250786749
Apba2	0.5440000000000004	0.24135763670648652
Dpysl5	0.6390000000000005	0.3010685103708517
Eif1b	0.3970000000000003	0.14896291640478468
Rab2b	0.5810000000000004	0.2646134506599761
Tial1	0.4830000000000004	0.2030169704588416
X6330403M23Rik	0.47700000000000037	0.19924575738530273
Fbxo42	0.6080000000000004	0.28158390949090095
Mapk4	0.5070000000000003	0.21810182275299694
Eif3m	0.5340000000000004	0.23507228158392177
Gsr	0.6640000000000005	0.3167818981772636
Eps15	0.4950000000000004	0.2105593966059193
Sult4a1	0.44600000000000034	0.179761156505352
Cdc42	0.3780000000000003	0.13702074167191164
Gpr180	0.4830000000000004	0.2030169704588416
Gnl2	0.43900000000000033	0.17536140791955668
Rasgef1a	1.0409999999999962	0.553739786297952
Acox3	0.5100000000000003	0.21998742928976636
Nrip3	0.7630000000000006	0.37900691389065466
Smcr8	0.46400000000000036	0.19107479572596855
Cdk20	0.5560000000000004	0.24890006285356422
Psmd3	0.5190000000000003	0.22564424890007465
Mboat7	0.5790000000000004	0.26335637963546316
Nr2f2	0.8480000000000006	0.4324324324324551
Gm5506	0.6050000000000004	0.27969830295413156
Ppp4r2	0.46300000000000036	0.19044626021371208
Gtf2i	0.5030000000000003	0.21558768070397102
Eftud2	0.5670000000000004	0.2558139534883855
St3gal2	0.5550000000000004	0.24827152734130775
Socs5	0.5610000000000004	0.2520427404148466
Cops4	0.4850000000000004	0.20427404148335454
Snx4	0.4870000000000004	0.20553111250786749
Tmem41b	0.5760000000000004	0.26147077309869377
Mfn1	0.3980000000000003	0.14959145191704115
Zfp367	0.46600000000000036	0.1923318667504815
Psmc4	0.5090000000000003	0.2193588937775099
Ski	0.4980000000000004	0.21244500314268872
Zfp462	0.5840000000000004	0.26649905719674555
Rasgrp4	0.44200000000000034	0.1772470144563261
Wdr74	0.4830000000000004	0.2030169704588416
D7Ertd715e	0.5410000000000004	0.2394720301697171
Serpinf1	0.5070000000000003	0.21810182275299694
Dmxl2	0.5320000000000004	0.23381521055940882
Spopl	0.47200000000000036	0.19610307982402037
Fbf1	0.5860000000000004	0.2677561282212585
Atp6v1b2	0.5900000000000004	0.2702702702702844
Ugcg	0.47500000000000037	0.19798868636078978
Abhd17b	0.6410000000000005	0.30232558139536464
Tmf1	0.5260000000000004	0.23004399748586996
X0610011F06Rik	0.5090000000000003	0.2193588937775099
P4hb	0.46400000000000036	0.19107479572596855
Ddr1	0.7360000000000005	0.3620364550597298
Ercc5	0.7540000000000006	0.3733500942803464
Hes6	0.5880000000000004	0.26901319924577144
Ppp2r3a	0.4230000000000003	0.16530483972345306
Zfp445	0.5260000000000004	0.23004399748586996
Asxl2	0.5750000000000004	0.26084223758643726
Bag5	0.6540000000000005	0.3104965430546988
Slc20a1	0.5740000000000004	0.2602137020741808
Sparcl1	0.3910000000000003	0.1451917033312458
Mmd2	0.44300000000000034	0.17787554996858257
Tob1	0.5200000000000004	0.22627278441233112
Kif5c	0.43500000000000033	0.17284726587053076
Slk	0.5520000000000004	0.24638592080453833
Dstn	0.5490000000000004	0.24450031426776891
Osbpl2	0.5480000000000004	0.24387177875551244
Fance	0.5170000000000003	0.2243871778755617
Dusp14	0.6630000000000005	0.3161533626650071
Tnik	0.5010000000000003	0.21433060967945808
Snx1	0.5360000000000004	0.2363293526084347
Slc22a8	0.44700000000000034	0.18038969201760846
Ap2s1	0.5530000000000004	0.2470144563167948
Igf2r	0.5950000000000004	0.2734129478315668
Mog	0.5620000000000004	0.2526712759271031
Tmsb10	0.4280000000000003	0.16844751728473545
Ahcy	0.5100000000000003	0.21998742928976636
Tbl1xr1	0.44300000000000034	0.17787554996858257
Pdcd5	0.5130000000000003	0.22187303582653578
Slc12a5	0.5190000000000003	0.22564424890007465
Mkln1	0.44700000000000034	0.18038969201760846
Atox1	0.6640000000000005	0.3167818981772636
Ctbp2	0.47100000000000036	0.1954745443117639
Cpt1a	0.5160000000000003	0.22375864236330523
Znfx1	0.4920000000000004	0.20867379006914988
Jam3	0.47100000000000036	0.1954745443117639
Uqcr10	0.5250000000000004	0.22941546197361348
Lrrtm4	0.5650000000000004	0.25455688246387254
Zfp783	0.46300000000000036	0.19044626021371208
Ccdc71l	0.43600000000000033	0.17347580138278723
Gulp1	0.46600000000000036	0.1923318667504815
Eif5a	0.6020000000000004	0.2778126964173621
Galnt1	0.4050000000000003	0.1539912005028365
Hexim1	0.4230000000000003	0.16530483972345306
Gabrd	0.6800000000000005	0.3268384663733672
Mbd5	0.5560000000000004	0.24890006285356422
Tmem167	0.5340000000000004	0.23507228158392177
Uhrf2	0.4270000000000003	0.16781898177247898
Slc4a2	0.5550000000000004	0.24827152734130775
Nabp1	0.4910000000000004	0.2080452545568934
X0610037L13Rik	0.4920000000000004	0.20867379006914988
Idh3a	0.4900000000000004	0.20741671904463693
Acot8	0.4840000000000004	0.20364550597109807
Klhl5	0.5100000000000003	0.21998742928976636
Nprl2	0.5140000000000003	0.22250157133879225
Tpm3	0.5650000000000004	0.25455688246387254
E330033B04Rik	0.5430000000000004	0.24072910119423005
Bmpr1b	0.5130000000000003	0.22187303582653578
Dctn6	0.46500000000000036	0.19170333123822503
Rab11b	0.5320000000000004	0.23381521055940882
Phpt1	0.44600000000000034	0.179761156505352
Cbll1	0.47700000000000037	0.19924575738530273
Rab11fip4	0.3990000000000003	0.15021998742929762
Srsf6	0.47500000000000037	0.19798868636078978
Ppp3r1	0.5800000000000004	0.26398491514771966
Psmb6	0.44000000000000034	0.17598994343181315
Jarid2	0.7010000000000005	0.3400377121307532
Ddah2	0.47700000000000037	0.19924575738530273
Serinc3	0.3880000000000003	0.1433060967944764
Zfp26	0.5480000000000004	0.24387177875551244
Zmym2	0.5990000000000004	0.27592708988059267
Trub1	0.5390000000000004	0.23821495914520416
Slc1a4	0.6150000000000004	0.2859836580766963
Psma4	0.5080000000000003	0.21873035826525342
Ppp2r5e	0.5440000000000004	0.24135763670648652
Zfp213	0.5580000000000004	0.2501571338780772
Zfp420	0.5750000000000004	0.26084223758643726
Strip2	0.43300000000000033	0.1715901948460178
Cops2	0.5360000000000004	0.2363293526084347
Sdc2	0.5170000000000003	0.2243871778755617
Ehmt2	0.5360000000000004	0.2363293526084347
Daxx	0.48100000000000037	0.20175989943432865
Ndufa4	0.5460000000000004	0.24261470773099947
Eefsec	0.6750000000000005	0.32369578881208483
Wbp2	0.5550000000000004	0.24827152734130775
Mdga2	0.5430000000000004	0.24072910119423005
Slc32a1	0.4940000000000004	0.20993086109366282
Apitd1	0.46300000000000036	0.19044626021371208
Hist1h2bc	0.5270000000000004	0.23067253299812646
Capza1	0.5280000000000004	0.23130106851038293
X4930526I15Rik	0.5050000000000003	0.21684475172848397
X2410004N09Rik	0.5670000000000004	0.2558139534883855
Mvb12a	0.4870000000000004	0.20553111250786749
Stx16	0.5090000000000003	0.2193588937775099
Ppp2r2c	0.5850000000000004	0.26712759270900205
Mrpl17	0.5040000000000003	0.2162162162162275
Gpr153	1.042999999999996	0.5549968573224647
Desi1	0.9080000000000007	0.47014456316784364
Tmem65	0.5150000000000003	0.22313010685104873
Kidins220	0.4860000000000004	0.204902576995611
Npy	0.43800000000000033	0.1747328724073002
Fam162a	0.47400000000000037	0.1973601508485333
Fam179b	0.4960000000000004	0.21118793211817577
Ndufaf1	0.5520000000000004	0.24638592080453833
Caly	0.4850000000000004	0.20427404148335454
Cmtm4	0.4980000000000004	0.21244500314268872
Mex3b	0.6150000000000004	0.2859836580766963
Herpud1	0.45200000000000035	0.18353236957889085
Fam196a	0.5070000000000003	0.21810182275299694
Erbb2ip	0.5040000000000003	0.2162162162162275
Mblac2	0.5450000000000004	0.241986172218743
Chmp2b	0.4060000000000003	0.15461973601509296
Tmcc3	0.5560000000000004	0.24890006285356422
Rnf150	0.5680000000000004	0.2564424890006419
X9930021J03Rik	0.44300000000000034	0.17787554996858257
Tmem91	0.5580000000000004	0.2501571338780772
Sae1	0.46300000000000036	0.19044626021371208
Rbm5	0.4840000000000004	0.20364550597109807
Phgdh	0.5330000000000004	0.2344437460716653
Usp38	0.5820000000000004	0.2652419861722326
Chtop	0.4910000000000004	0.2080452545568934
Gtpbp5	0.5850000000000004	0.26712759270900205
Rasl11b	0.6540000000000005	0.3104965430546988
Zxdb	0.4850000000000004	0.20427404148335454
Ttc9c	0.47900000000000037	0.2005028284098157
Efna5	0.45100000000000035	0.18290383406663438
Cfh	0.3730000000000003	0.13387806411062927
Mfsd5	0.6030000000000004	0.27844123192961856
Ppfia4	0.5070000000000003	0.21810182275299694
Kcnb2	1.3199999999999654	0.7291011942174891
Gdap1	0.47500000000000037	0.19798868636078978
Inf2	0.7000000000000005	0.33940917661849673
Zswim1	0.4120000000000003	0.15839094908863183
Stk16	0.4910000000000004	0.2080452545568934
Calm2	0.5440000000000004	0.24135763670648652
Diras2	0.43800000000000033	0.1747328724073002
Phb	0.7160000000000005	0.3494657448146003
S100a10	0.6880000000000005	0.331866750471419
Scd1	0.6620000000000005	0.31552482715275065
Gns	0.45500000000000035	0.18541797611566027
Myo1c	0.36300000000000027	0.12759270898806452
Anks1	0.5730000000000004	0.2595851665619243
Lbh	0.5390000000000004	0.23821495914520416
Cdk2ap1	0.47300000000000036	0.19673161533627684
Reck	0.4310000000000003	0.17033312382150487
Trim28	0.6230000000000004	0.2910119421747481
Hnrpdl	0.43300000000000033	0.1715901948460178
G3bp2	0.5530000000000004	0.2470144563167948
X1500011B03Rik	0.5490000000000004	0.24450031426776891
Sorcs2	0.4210000000000003	0.1640477686989401
Elavl4	0.5720000000000004	0.2589566310496678
Chchd5	0.5280000000000004	0.23130106851038293
Smad5	0.5110000000000003	0.22061596480202283
Ei24	0.5980000000000004	0.2752985543683362
Hmgn5	0.48000000000000037	0.20113136392207218
Sirt3	0.45300000000000035	0.18416090509114733
Ift46	0.5420000000000004	0.24010056568197358
Kctd15	0.46600000000000036	0.1923318667504815
Asrgl1	0.47000000000000036	0.19484600879950742
Ak2	0.5230000000000004	0.22815839094910054
Actr2	0.45500000000000035	0.18541797611566027
Mrps21	0.5240000000000004	0.228786926461357
Pcsk1n	0.47400000000000037	0.1973601508485333
Cul4b	0.5750000000000004	0.26084223758643726
AU040320	0.5230000000000004	0.22815839094910054
Clpx	0.5700000000000004	0.2576995600251549
Gabbr1	0.5730000000000004	0.2595851665619243
Ptk2	0.6150000000000004	0.2859836580766963
Lrp4	0.5800000000000004	0.26398491514771966
Pkd2	0.5060000000000003	0.21747328724074047
Prpf39	0.4920000000000004	0.20867379006914988
Ophn1	0.5570000000000004	0.2495285983658207
Ubn1	0.5330000000000004	0.2344437460716653
Tmem158	1.1399999999999852	0.6159648020113361
Ttc39c	0.7170000000000005	0.3500942803268568
Bhlhb9	0.46400000000000036	0.19107479572596855
Rtel1	0.5260000000000004	0.23004399748586996
Atg14	0.5750000000000004	0.26084223758643726
Dnaja1	0.4230000000000003	0.16530483972345306
Nme1	0.5770000000000004	0.2620993086109502
Fam178a	0.6500000000000005	0.3079824010056729
Snx17	0.44500000000000034	0.17913262099309551
Tspan13	0.46700000000000036	0.19296040226273797
Man2a1	0.5150000000000003	0.22313010685104873
Josd2	0.7060000000000005	0.34318038969203557
Ablim3	0.9610000000000007	0.5034569453174368
Tpcn1	0.44700000000000034	0.18038969201760846
Gnptg	0.4910000000000004	0.2080452545568934
Gpd1l	0.5640000000000004	0.25392834695161604
Fuom	0.5120000000000003	0.2212445003142793
X2410127L17Rik	0.5030000000000003	0.21558768070397102
Zfr	0.48100000000000037	0.20175989943432865
Tmem50a	0.44100000000000034	0.17661847894406962
Ckap5	0.44800000000000034	0.18101822752986496
Fxyd6	0.5740000000000004	0.2602137020741808
Abtb2	0.5930000000000004	0.27215587680705383
Rab37	0.6460000000000005	0.30546825895664703
Rgma	0.45000000000000034	0.1822752985543779
Ube2v2	0.5460000000000004	0.24261470773099947
Anxa7	0.46500000000000036	0.19170333123822503
Marcksl1	0.5640000000000004	0.25392834695161604
Tk2	0.5230000000000004	0.22815839094910054
Dhcr24	0.6500000000000005	0.3079824010056729
Gria3	0.8100000000000006	0.408548082966709
Cpne8	0.5160000000000003	0.22375864236330523
Vcan	0.4820000000000004	0.20238843494658512
Lrrc4c	0.4130000000000003	0.1590194846008883
St13	0.5680000000000004	0.2564424890006419
Ankzf1	0.4080000000000003	0.1558768070396059
Uqcrb	0.5720000000000004	0.2589566310496678
Cdk10	0.5010000000000003	0.21433060967945808
Nat8l	0.9720000000000008	0.5103708359522581
Chmp2a	0.45400000000000035	0.1847894406034038
Meis3	0.7700000000000006	0.38340666247645
Cpe	0.5540000000000004	0.24764299182905128
Cgnl1	0.4820000000000004	0.20238843494658512
Map4k4	0.5760000000000004	0.26147077309869377
