	mob.tsv	average
Gnao1	0.48100000000000037	0.16611950098490735
Mrps14	0.5130000000000003	0.1871306631648165
Actb	0.47000000000000036	0.15889691398556352
Dhx40	0.5510000000000004	0.21208141825345872
Unc45a	0.47800000000000037	0.16414970453054087
Coa6	0.5100000000000003	0.18516086671045
Grik3	0.4870000000000004	0.17005909389364032
Ldlr	0.47300000000000036	0.16086671043993003
Tbl3	0.5220000000000004	0.19304005252791598
Htatsf1	0.5710000000000004	0.22521339461590198
Cct7	0.47500000000000037	0.16217990807617436
Elavl1	0.5100000000000003	0.18516086671045
Hepacam	0.5680000000000004	0.2232435981615355
Fbxo3	0.45600000000000035	0.14970453053185323
Kpna3	0.4820000000000004	0.16677609980302951
Vstm2a	0.7340000000000005	0.3322390019698146
X2310036O22Rik	0.4950000000000004	0.17531188443861764
Uso1	0.5050000000000003	0.1818778726198392
Scyl1	0.5530000000000004	0.21339461588970304
Akap10	0.4000000000000003	0.11293499671701208
Nop58	0.44200000000000034	0.14051214707814294
Fam81a	0.7690000000000006	0.35521996060409033
Tbc1d10b	0.5880000000000004	0.23637557452397875
Trappc3	0.4950000000000004	0.17531188443861764
Chrm1	0.9080000000000007	0.44648719632307104
Tlk1	0.4960000000000004	0.1759684832567398
Fam134c	0.6110000000000004	0.2514773473407885
Pcdhb16	0.5320000000000004	0.1996060407091376
Crebzf	0.4170000000000003	0.12409717662508887
Parp1	0.5330000000000004	0.20026263952725978
Hrsp12	0.46100000000000035	0.15298752462246407
Baz2a	0.5810000000000004	0.23177938279712362
Atcay	0.8110000000000006	0.3827971109652212
Mrpl51	0.5210000000000004	0.19238345370979382
Polrmt	0.48100000000000037	0.16611950098490735
Gdpd5	0.5530000000000004	0.21339461588970304
Telo2	0.5710000000000004	0.22521339461590198
Sec61b	0.43400000000000033	0.13525935653316565
Chst10	0.46700000000000036	0.15692711753119704
Fhit	0.44700000000000034	0.14379514116875378
Prdx4	0.5380000000000004	0.2035456336178706
Mid2	0.6750000000000005	0.293499671700607
As3mt	0.5520000000000004	0.21273801707158088
X2610306M01Rik	0.5630000000000004	0.2199606040709247
Cbfb	0.6010000000000004	0.24491135915956688
Tmem25	0.5730000000000004	0.2265265922521463
Manf	0.4850000000000004	0.168745896257396
Kalrn	0.8520000000000006	0.4097176625082299
Gpr123	0.45900000000000035	0.15167432698621974
Fermt2	0.45600000000000035	0.14970453053185323
Wac	0.46300000000000036	0.1543007222587084
Pmpcb	0.5090000000000003	0.18450426789232785
Stk24	0.5450000000000004	0.20814182534472572
Bambi	0.8280000000000006	0.393959290873298
Ly6h	0.4180000000000003	0.12475377544321103
Polr3e	0.5510000000000004	0.21208141825345872
Lsm7	0.7700000000000006	0.3558765594222125
Dhx29	0.5170000000000003	0.18975705843730514
X2510039O18Rik	0.43900000000000033	0.13854235062377646
Mcam	0.4210000000000003	0.12672357189757752
Elavl3	0.5600000000000004	0.21799080761655817
Ergic1	0.5130000000000003	0.1871306631648165
Kcnq1ot1	0.5430000000000004	0.2068286277084814
Lpin2	0.6660000000000005	0.2875902823375075
B630019K06Rik	0.45100000000000035	0.14642153644124242
Spata13	0.45300000000000035	0.14773473407748675
Ddx28	0.46300000000000036	0.1543007222587084
Hdhd2	0.4920000000000004	0.17334208798425113
Bnip3l	0.4210000000000003	0.12672357189757752
Lrp1b	0.4880000000000004	0.17071569271176248
Ttc7b	0.8150000000000006	0.3854235062377099
Mrpl53	0.47100000000000036	0.15955351280368568
Ryr2	0.6360000000000005	0.2678923177938426
Cdk19	0.7930000000000006	0.37097833223902227
Ralgapa2	0.4010000000000003	0.11359159553513426
Fam195b	0.4890000000000004	0.17137229152988465
Kcnj4	1.007	0.5114904793171646
Pde4b	0.5460000000000004	0.20879842416284788
Pacs1	0.5370000000000004	0.20288903479974843
Atp5b	0.5040000000000003	0.18122127380171704
Eid1	0.46800000000000036	0.1575837163493192
Rrp1	0.5080000000000003	0.1838476690742057
Pet100	0.45500000000000035	0.14904793171373107
Gm4980	0.47600000000000037	0.16283650689429652
Ocrl	0.5450000000000004	0.20814182534472572
Sec11c	0.4900000000000004	0.1720288903480068
X2900008C10Rik	0.5140000000000003	0.18778726198293866
Samm50	0.4030000000000003	0.11490479317137858
Slc9a6	0.5120000000000003	0.18647406434669433
Wasl	0.5070000000000003	0.18319107025608353
Plekhh3	0.3970000000000003	0.1109652002626456
Clec11a	0.46100000000000035	0.15298752462246407
Car2	0.5000000000000003	0.17859487852922837
Gpx1	0.6700000000000005	0.29021667760999614
Rab3gap1	0.48100000000000037	0.16611950098490735
Zfp119a	0.47100000000000036	0.15955351280368568
Cacna1d	0.5260000000000004	0.19566644780040462
Med23	0.5960000000000004	0.24162836506895607
Kctd2	0.4860000000000004	0.16940249507551816
Tspyl2	0.5120000000000003	0.18647406434669433
Dlx2	0.7340000000000005	0.3322390019698146
X1110058L19Rik	0.5080000000000003	0.1838476690742057
Abhd8	0.5300000000000004	0.19829284307289327
Hlf	0.4990000000000004	0.1779382797111063
Vezf1	0.5590000000000004	0.217334208798436
Mrpl47	0.5330000000000004	0.20026263952725978
Fchsd2	0.4850000000000004	0.168745896257396
Stt3b	0.5520000000000004	0.21273801707158088
Adh5	0.5190000000000003	0.1910702560735495
Dio2	0.5810000000000004	0.23177938279712362
Fam192a	0.46500000000000036	0.1556139198949527
Hsph1	0.4880000000000004	0.17071569271176248
Uck2	0.43900000000000033	0.13854235062377646
Tceal8	0.47500000000000037	0.16217990807617436
Omg	0.6080000000000004	0.249507550886422
C1d	0.4840000000000004	0.16808929743927384
Sall3	0.5190000000000003	0.1910702560735495
Rab3ip	0.48000000000000037	0.1654629021667852
Lancl2	0.5750000000000004	0.22783978988839063
Hmgxb3	0.5840000000000004	0.2337491792514901
Fam110b	0.6580000000000005	0.2823374917925302
Prnp	0.3780000000000003	0.0984898227183245
Uimc1	0.5440000000000004	0.20748522652660356
Rhoa	0.46300000000000036	0.1543007222587084
Nap1l5	0.44100000000000034	0.13985554826002078
Tbcel	0.45000000000000034	0.14576493762312026
Zscan26	0.47300000000000036	0.16086671043993003
Snip1	0.45600000000000035	0.14970453053185323
Pex2	0.47500000000000037	0.16217990807617436
Inpp5j	0.7260000000000005	0.3269862114248373
Ndufaf2	0.5900000000000004	0.23768877216022308
Umps	0.5670000000000004	0.22258699934341333
Rad17	0.4870000000000004	0.17005909389364032
X1700008O03Rik	0.46700000000000036	0.15692711753119704
Appl2	0.4830000000000004	0.16743269862115168
Zfp329	0.3930000000000003	0.10833880499015695
Smurf2	0.5040000000000003	0.18122127380171704
Sox6	0.5430000000000004	0.2068286277084814
Fam103a1	0.4290000000000003	0.13197636244255484
Hnrnpr	0.48000000000000037	0.1654629021667852
Tcp11l2	0.7160000000000005	0.3204202232436157
X2810474O19Rik	0.6810000000000005	0.29743926460933995
Abcc5	0.5160000000000003	0.18910045961918298
Dpy30	0.6010000000000004	0.24491135915956688
Atxn1	0.6140000000000004	0.253447143795155
Dennd2c	0.4180000000000003	0.12475377544321103
Ubb	0.5190000000000003	0.1910702560735495
Setd5	0.45000000000000034	0.14576493762312026
Hs3st3a1	0.5870000000000004	0.2357189757058566
Ybx1	0.5560000000000004	0.21536441234406953
Fh1	0.5610000000000004	0.21864740643468034
Add3	0.4050000000000003	0.1162179908076229
Slc23a2	0.4160000000000003	0.12344057780696671
Atg5	0.5910000000000004	0.23834537097834524
Zfp651	0.6450000000000005	0.2738017071569421
Pvrl2	0.46900000000000036	0.15824031516744136
Fgfr2	0.5930000000000004	0.2396585686145896
Crk	0.4920000000000004	0.17334208798425113
Pcsk2	0.4950000000000004	0.17531188443861764
Fsd1l	0.6100000000000004	0.25082074852266634
Zswim8	0.6960000000000005	0.3072882468811724
Slc30a1	0.45100000000000035	0.14642153644124242
Cck	0.7210000000000005	0.32370321733422647
P2rx4	0.3980000000000003	0.11162179908076776
Ddrgk1	0.45800000000000035	0.15101772816809758
Eif4a1	0.5970000000000004	0.24228496388707824
Tsen15	0.6500000000000005	0.2770847012475529
Tmem150a	0.45600000000000035	0.14970453053185323
Gp1bb	0.5560000000000004	0.21536441234406953
Slc35f3	0.7260000000000005	0.3269862114248373
Mcoln1	0.5220000000000004	0.19304005252791598
D10Wsu52e	0.4880000000000004	0.17071569271176248
Wiz	0.6740000000000005	0.2928430728824848
Vegfb	0.45700000000000035	0.1503611293499754
Tmem189	0.5400000000000004	0.20485883125411491
Bola2	0.5340000000000004	0.20091923834538195
Ints6	0.5330000000000004	0.20026263952725978
Cdk13	0.46700000000000036	0.15692711753119704
Dlgap1	0.5000000000000003	0.17859487852922837
Clstn2	0.5610000000000004	0.21864740643468034
Rreb1	0.5780000000000004	0.22980958634275714
Nudt19	0.5010000000000003	0.17925147734735053
Mapk8	0.5600000000000004	0.21799080761655817
Rims2	0.44600000000000034	0.14313854235063161
Ankrd17	0.5410000000000004	0.20551543007223708
Epc1	0.48100000000000037	0.16611950098490735
Dync1h1	0.5000000000000003	0.17859487852922837
Zcchc7	0.5750000000000004	0.22783978988839063
Adam15	0.44000000000000034	0.13919894944189862
Gcnt1	0.8340000000000006	0.397898883782031
Atg4b	0.48100000000000037	0.16611950098490735
X1810022K09Rik	0.5820000000000004	0.23243598161524578
Frmd7	0.4930000000000004	0.17399868680237332
Snx25	0.45600000000000035	0.14970453053185323
Mamdc2	0.45500000000000035	0.14904793171373107
Taf1b	0.4930000000000004	0.17399868680237332
X2810001G20Rik	0.6150000000000004	0.2541037426132772
Gpr124	0.5380000000000004	0.2035456336178706
Mrpl41	0.46000000000000035	0.1523309258043419
Cmas	0.5240000000000004	0.1943532501641603
Hip1	0.5120000000000003	0.18647406434669433
Rnf19a	0.4970000000000004	0.17662508207486197
Ssna1	0.5970000000000004	0.24228496388707824
Fam65a	0.6330000000000005	0.26592252133947614
Tmem30a	0.4270000000000003	0.1306631648063105
Gprasp1	0.4040000000000003	0.11556139198950074
Cnbp	0.5620000000000004	0.2193040052528025
Polr2h	0.5750000000000004	0.22783978988839063
Smg6	0.5350000000000004	0.2015758371635041
Nkd1	0.4010000000000003	0.11359159553513426
Ric3	0.5540000000000004	0.2140512147078252
Rgs3	0.5100000000000003	0.18516086671045
Slc35f6	0.5330000000000004	0.20026263952725978
Smek2	0.4820000000000004	0.16677609980302951
Slc25a12	0.43400000000000033	0.13525935653316565
X4932438A13Rik	0.5810000000000004	0.23177938279712362
Slc25a33	0.5730000000000004	0.2265265922521463
Plekha2	0.7320000000000005	0.3309258043335703
Eif4enif1	0.6600000000000005	0.2836506894287745
Nfs1	0.5060000000000003	0.18253447143796137
Cldn25	0.6370000000000005	0.2685489166119648
Ntsr2	0.5540000000000004	0.2140512147078252
Slc7a8	0.5820000000000004	0.23243598161524578
Tmem9b	0.5030000000000003	0.18056467498359488
Nrxn2	0.5410000000000004	0.20551543007223708
Arfrp1	0.47900000000000037	0.16480630334866303
X2510003E04Rik	0.4080000000000003	0.11818778726198939
AF251705	0.5940000000000004	0.24031516743271175
Ctage5	0.5020000000000003	0.1799080761654727
Dnajc10	0.43300000000000033	0.1346027577150435
Cep170	0.5120000000000003	0.18647406434669433
Dock5	0.5210000000000004	0.19238345370979382
Trip12	0.43200000000000033	0.13394615889692132
Cct5	0.4890000000000004	0.17137229152988465
Gab2	0.5980000000000004	0.2429415627052004
Cryz	0.5090000000000003	0.18450426789232785
Fubp3	0.5010000000000003	0.17925147734735053
Birc6	0.6450000000000005	0.2738017071569421
Psenen	0.5940000000000004	0.24031516743271175
Cox15	0.4960000000000004	0.1759684832567398
Trim44	0.4040000000000003	0.11556139198950074
Gps2	0.5480000000000004	0.21011162179909224
Efs	0.47600000000000037	0.16283650689429652
Spp1	0.6020000000000004	0.24556795797768904
Sec31a	0.6530000000000005	0.27905449770191937
Nsa2	0.6000000000000004	0.24425476034144472
Fam49b	0.47400000000000037	0.1615233092580522
Rab28	0.6660000000000005	0.2875902823375075
Dlc1	0.5660000000000004	0.22193040052529117
Nup50	0.5420000000000004	0.20617202889035924
Ccdc90b	0.48100000000000037	0.16611950098490735
Trappc13	0.5320000000000004	0.1996060407091376
Scx	0.4240000000000003	0.128693368351944
Armcx3	0.5120000000000003	0.18647406434669433
Enthd2	0.5680000000000004	0.2232435981615355
Cartpt	0.6990000000000005	0.3092580433355389
Zfp704	0.4920000000000004	0.17334208798425113
Cacnb4	0.5370000000000004	0.20288903479974843
Pard6a	0.5130000000000003	0.1871306631648165
Btbd11	0.3710000000000003	0.09389363099146936
Xiap	0.5440000000000004	0.20748522652660356
Abcf1	0.5130000000000003	0.1871306631648165
Zfp131	0.5440000000000004	0.20748522652660356
Ttc28	0.47400000000000037	0.1615233092580522
Napa	0.5730000000000004	0.2265265922521463
Mettl16	0.6310000000000004	0.2646093237032318
Tacc2	0.5150000000000003	0.18844386080106082
Tmem57	0.5290000000000004	0.1976362442547711
Kdsr	0.5250000000000004	0.19500984898228246
Rnf26	0.5980000000000004	0.2429415627052004
U2surp	0.5070000000000003	0.18319107025608353
Zbtb44	0.5290000000000004	0.1976362442547711
Pipox	0.46000000000000035	0.1523309258043419
Pak2	0.3890000000000003	0.1057124097176683
Faf2	0.5370000000000004	0.20288903479974843
Tro	0.45200000000000035	0.14707813525936458
Cmc1	0.45300000000000035	0.14773473407748675
Map3k7	0.5560000000000004	0.21536441234406953
Gabra5	0.7610000000000006	0.34996717005911304
Ndufs1	0.43600000000000033	0.13657255416940997
Polr2b	0.47000000000000036	0.15889691398556352
Rilpl2	0.6050000000000004	0.24753775443205553
Aspa	0.5360000000000004	0.20223243598162627
Cnrip1	0.5320000000000004	0.1996060407091376
Zfp639	0.4910000000000004	0.17268548916612897
Atp6v1h	0.5240000000000004	0.1943532501641603
Kat8	0.5530000000000004	0.21339461588970304
Lag3	0.32700000000000023	0.06500328299409416
Dlst	0.5260000000000004	0.19566644780040462
Prdx6	0.4820000000000004	0.16677609980302951
Me2	0.45300000000000035	0.14773473407748675
Ncbp1	0.6140000000000004	0.253447143795155
Eif2ak3	0.5260000000000004	0.19566644780040462
Sbf1	0.6990000000000005	0.3092580433355389
Elk1	0.47300000000000036	0.16086671043993003
Grin1	0.8380000000000006	0.4005252790545196
Gsto1	0.45600000000000035	0.14970453053185323
Tcea1	0.46500000000000036	0.1556139198949527
Sycp3	0.5270000000000004	0.1963230466185268
Armc8	0.44600000000000034	0.14313854235063161
Thap11	0.45000000000000034	0.14576493762312026
Wdr45	0.5010000000000003	0.17925147734735053
Me1	0.4060000000000003	0.11687458962574507
Ctsf	0.4880000000000004	0.17071569271176248
Plekho1	0.6020000000000004	0.24556795797768904
Smu1	0.4170000000000003	0.12409717662508887
Atp1a3	0.4940000000000004	0.17465528562049548
Pde4a	0.5850000000000004	0.23440577806961227
Dera	0.4130000000000003	0.12147078135260021
Sppl2b	0.5520000000000004	0.21273801707158088
Yeats2	0.5510000000000004	0.21208141825345872
Wnk1	0.4860000000000004	0.16940249507551816
Wnt7a	0.46700000000000036	0.15692711753119704
Uqcrq	0.5520000000000004	0.21273801707158088
Pea15a	0.4160000000000003	0.12344057780696671
Rit2	0.4900000000000004	0.1720288903480068
Gm14326	0.5610000000000004	0.21864740643468034
Fam173b	0.47100000000000036	0.15955351280368568
Gbf1	0.4880000000000004	0.17071569271176248
A830080D01Rik	0.5190000000000003	0.1910702560735495
March1	0.36000000000000026	0.08667104399212555
Nol6	0.44300000000000034	0.14116874589626513
Slc35e2	0.4240000000000003	0.128693368351944
BC023829	0.6030000000000004	0.2462245567958112
Nudt21	0.43500000000000033	0.1359159553512878
Gtf2a2	0.5200000000000004	0.19172685489167166
X1500012F01Rik	0.3980000000000003	0.11162179908076776
Trim2	0.43600000000000033	0.13657255416940997
Psd	0.7810000000000006	0.3630991464215563
X5730409E04Rik	0.6040000000000004	0.24688115561393337
Ptprz1	0.45800000000000035	0.15101772816809758
Frrs1l	0.46100000000000035	0.15298752462246407
Neat1	0.5050000000000003	0.1818778726198392
Dpyd	0.5280000000000004	0.19697964543664895
Hadha	0.5120000000000003	0.18647406434669433
Slirp	0.6040000000000004	0.24688115561393337
Adcy8	0.5010000000000003	0.17925147734735053
Acss2	0.5540000000000004	0.2140512147078252
AI504432	0.5080000000000003	0.1838476690742057
Mkl2	0.4940000000000004	0.17465528562049548
Lpar6	0.46700000000000036	0.15692711753119704
Gmcl1	0.5190000000000003	0.1910702560735495
Pick1	0.5670000000000004	0.22258699934341333
Nmb	0.46900000000000036	0.15824031516744136
Camta2	0.5260000000000004	0.19566644780040462
Dbr1	0.5010000000000003	0.17925147734735053
Fbxo31	0.5640000000000004	0.22061720288904685
Ep400	0.5150000000000003	0.18844386080106082
Ogt	0.47700000000000037	0.16349310571241868
Pfkp	0.6080000000000004	0.249507550886422
Cpsf7	0.5540000000000004	0.2140512147078252
Ext1	0.5220000000000004	0.19304005252791598
Dgki	0.5440000000000004	0.20748522652660356
Casc3	0.5160000000000003	0.18910045961918298
Dvl1	0.4880000000000004	0.17071569271176248
Slc16a4	0.47700000000000037	0.16349310571241868
Gphn	0.45900000000000035	0.15167432698621974
Prpsap2	0.5950000000000004	0.2409717662508339
Trps1	0.5290000000000004	0.1976362442547711
Prpf8	0.4850000000000004	0.168745896257396
Astn1	0.46900000000000036	0.15824031516744136
Ranbp2	0.5000000000000003	0.17859487852922837
Ddb1	0.46900000000000036	0.15824031516744136
Kcnq2	0.6100000000000004	0.25082074852266634
Thbs1	0.33400000000000024	0.06959947472094931
Cdh23	0.44900000000000034	0.1451083388049981
Commd8	0.4850000000000004	0.168745896257396
Thrap3	0.5710000000000004	0.22521339461590198
D4Wsu53e	0.4920000000000004	0.17334208798425113
Hrh3	0.5610000000000004	0.21864740643468034
Ptgds	0.3070000000000002	0.05187130663165089
Eepd1	0.46500000000000036	0.1556139198949527
X1700030K09Rik	0.6080000000000004	0.249507550886422
Txn1	0.43200000000000033	0.13394615889692132
Mll3	0.4890000000000004	0.17137229152988465
Ube2k	0.46800000000000036	0.1575837163493192
Pram1	0.4050000000000003	0.1162179908076229
Atad1	0.44600000000000034	0.14313854235063161
Pxn	0.4280000000000003	0.13131976362443268
Fcer1g	0.5220000000000004	0.19304005252791598
Atg10	0.47100000000000036	0.15955351280368568
Enpp2	0.43800000000000033	0.1378857518056543
Rfx3	0.5520000000000004	0.21273801707158088
Zer1	0.5450000000000004	0.20814182534472572
Cherp	0.6260000000000004	0.261326329612621
Cab39	0.5000000000000003	0.17859487852922837
Atp2a2	0.43400000000000033	0.13525935653316565
Rab6a	0.4220000000000003	0.12738017071569968
Lhfpl4	0.6180000000000004	0.2560735390676437
Timm9	0.6080000000000004	0.249507550886422
Taf10	0.6600000000000005	0.2836506894287745
Lxn	0.4090000000000003	0.11884438608011157
Maz	0.6060000000000004	0.2481943532501777
Lrp1	0.5300000000000004	0.19829284307289327
Tnfrsf12a	0.4940000000000004	0.17465528562049548
Btg2	0.5190000000000003	0.1910702560735495
Mcrs1	0.47900000000000037	0.16480630334866303
Cope	0.5040000000000003	0.18122127380171704
Slitrk1	0.4890000000000004	0.17137229152988465
Map2k6	0.6050000000000004	0.24753775443205553
Hk1	0.44400000000000034	0.1418253447143873
Txndc11	0.5590000000000004	0.217334208798436
X4833439L19Rik	0.5180000000000003	0.19041365725542733
Nlgn3	0.5220000000000004	0.19304005252791598
Acaa2	0.4910000000000004	0.17268548916612897
Mbnl2	0.5170000000000003	0.18975705843730514
Dynlt1a	0.4820000000000004	0.16677609980302951
Ndufb4	0.4300000000000003	0.132632961260677
Ywhaq	0.6610000000000005	0.28430728824689666
Cyp2j9	0.5510000000000004	0.21208141825345872
Atp13a5	0.44500000000000034	0.14248194353250945
Akr1a1	0.4870000000000004	0.17005909389364032
Apba2	0.5440000000000004	0.20748522652660356
Dpysl5	0.6390000000000005	0.2698621142482091
Eif1b	0.3970000000000003	0.1109652002626456
Rab2b	0.5810000000000004	0.23177938279712362
Tial1	0.4830000000000004	0.16743269862115168
X6330403M23Rik	0.47700000000000037	0.16349310571241868
Fbxo42	0.6080000000000004	0.249507550886422
Mapk4	0.5070000000000003	0.18319107025608353
Eif3m	0.5340000000000004	0.20091923834538195
Gsr	0.6640000000000005	0.2862770847012632
Eps15	0.4950000000000004	0.17531188443861764
Sult4a1	0.44600000000000034	0.14313854235063161
Cdc42	0.3780000000000003	0.0984898227183245
Gpr180	0.4830000000000004	0.16743269862115168
Gnl2	0.43900000000000033	0.13854235062377646
Rasgef1a	1.0409999999999962	0.5338148391333157
Acox3	0.5100000000000003	0.18516086671045
Nrip3	0.7630000000000006	0.35128036769535737
Smcr8	0.46400000000000036	0.15495732107683055
Cdk20	0.5560000000000004	0.21536441234406953
Psmd3	0.5190000000000003	0.1910702560735495
Mboat7	0.5790000000000004	0.2304661851608793
Nr2f2	0.8480000000000006	0.40709126723574124
Gm5506	0.6050000000000004	0.24753775443205553
Ppp4r2	0.46300000000000036	0.1543007222587084
Gtf2i	0.5030000000000003	0.18056467498359488
Eftud2	0.5670000000000004	0.22258699934341333
St3gal2	0.5550000000000004	0.21470781352594737
Socs5	0.5610000000000004	0.21864740643468034
Cops4	0.4850000000000004	0.168745896257396
Snx4	0.4870000000000004	0.17005909389364032
Tmem41b	0.5760000000000004	0.2284963887065128
Mfn1	0.3980000000000003	0.11162179908076776
Zfp367	0.46600000000000036	0.15627051871307487
Psmc4	0.5090000000000003	0.18450426789232785
Ski	0.4980000000000004	0.17728168089298413
Zfp462	0.5840000000000004	0.2337491792514901
Rasgrp4	0.44200000000000034	0.14051214707814294
Wdr74	0.4830000000000004	0.16743269862115168
D7Ertd715e	0.5410000000000004	0.20551543007223708
Serpinf1	0.5070000000000003	0.18319107025608353
Dmxl2	0.5320000000000004	0.1996060407091376
Spopl	0.47200000000000036	0.16021011162180784
Fbf1	0.5860000000000004	0.23506237688773443
Atp6v1b2	0.5900000000000004	0.23768877216022308
Ugcg	0.47500000000000037	0.16217990807617436
Abhd17b	0.6410000000000005	0.27117531188445343
Tmf1	0.5260000000000004	0.19566644780040462
X0610011F06Rik	0.5090000000000003	0.18450426789232785
P4hb	0.46400000000000036	0.15495732107683055
Ddr1	0.7360000000000005	0.3335521996060589
Ercc5	0.7540000000000006	0.3453709783322579
Hes6	0.5880000000000004	0.23637557452397875
Ppp2r3a	0.4230000000000003	0.12803676953382184
Zfp445	0.5260000000000004	0.19566644780040462
Asxl2	0.5750000000000004	0.22783978988839063
Bag5	0.6540000000000005	0.27971109652004156
Slc20a1	0.5740000000000004	0.22718319107026846
Sparcl1	0.3910000000000003	0.10702560735391262
Mmd2	0.44300000000000034	0.14116874589626513
Tob1	0.5200000000000004	0.19172685489167166
Kif5c	0.43500000000000033	0.1359159553512878
Slk	0.5520000000000004	0.21273801707158088
Dstn	0.5490000000000004	0.2107682206172144
Osbpl2	0.5480000000000004	0.21011162179909224
Fance	0.5170000000000003	0.18975705843730514
Dusp14	0.6630000000000005	0.28562048588314104
Tnik	0.5010000000000003	0.17925147734735053
Snx1	0.5360000000000004	0.20223243598162627
Slc22a8	0.44700000000000034	0.14379514116875378
Ap2s1	0.5530000000000004	0.21339461588970304
Igf2r	0.5950000000000004	0.2409717662508339
Mog	0.5620000000000004	0.2193040052528025
Tmsb10	0.4280000000000003	0.13131976362443268
Ahcy	0.5100000000000003	0.18516086671045
Tbl1xr1	0.44300000000000034	0.14116874589626513
Pdcd5	0.5130000000000003	0.1871306631648165
Slc12a5	0.5190000000000003	0.1910702560735495
Mkln1	0.44700000000000034	0.14379514116875378
Atox1	0.6640000000000005	0.2862770847012632
Ctbp2	0.47100000000000036	0.15955351280368568
Cpt1a	0.5160000000000003	0.18910045961918298
Znfx1	0.4920000000000004	0.17334208798425113
Jam3	0.47100000000000036	0.15955351280368568
Uqcr10	0.5250000000000004	0.19500984898228246
Lrrtm4	0.5650000000000004	0.221273801707169
Zfp783	0.46300000000000036	0.1543007222587084
Ccdc71l	0.43600000000000033	0.13657255416940997
Gulp1	0.46600000000000036	0.15627051871307487
Eif5a	0.6020000000000004	0.24556795797768904
Galnt1	0.4050000000000003	0.1162179908076229
Hexim1	0.4230000000000003	0.12803676953382184
Gabrd	0.6800000000000005	0.2967826657912178
Mbd5	0.5560000000000004	0.21536441234406953
Tmem167	0.5340000000000004	0.20091923834538195
Uhrf2	0.4270000000000003	0.1306631648063105
Slc4a2	0.5550000000000004	0.21470781352594737
Nabp1	0.4910000000000004	0.17268548916612897
X0610037L13Rik	0.4920000000000004	0.17334208798425113
Idh3a	0.4900000000000004	0.1720288903480068
Acot8	0.4840000000000004	0.16808929743927384
Klhl5	0.5100000000000003	0.18516086671045
Nprl2	0.5140000000000003	0.18778726198293866
Tpm3	0.5650000000000004	0.221273801707169
E330033B04Rik	0.5430000000000004	0.2068286277084814
Bmpr1b	0.5130000000000003	0.1871306631648165
Dctn6	0.46500000000000036	0.1556139198949527
Rab11b	0.5320000000000004	0.1996060407091376
Phpt1	0.44600000000000034	0.14313854235063161
Cbll1	0.47700000000000037	0.16349310571241868
Rab11fip4	0.3990000000000003	0.11227839789888992
Srsf6	0.47500000000000037	0.16217990807617436
Ppp3r1	0.5800000000000004	0.23112278397900146
Psmb6	0.44000000000000034	0.13919894944189862
Jarid2	0.7010000000000005	0.31057124097178324
Ddah2	0.47700000000000037	0.16349310571241868
Serinc3	0.3880000000000003	0.10505581089954613
Zfp26	0.5480000000000004	0.21011162179909224
Zmym2	0.5990000000000004	0.24359816152332256
Trub1	0.5390000000000004	0.20420223243599275
Slc1a4	0.6150000000000004	0.2541037426132772
Psma4	0.5080000000000003	0.1838476690742057
Ppp2r5e	0.5440000000000004	0.20748522652660356
Zfp213	0.5580000000000004	0.21667760998031385
Zfp420	0.5750000000000004	0.22783978988839063
Strip2	0.43300000000000033	0.1346027577150435
Cops2	0.5360000000000004	0.20223243598162627
Sdc2	0.5170000000000003	0.18975705843730514
Ehmt2	0.5360000000000004	0.20223243598162627
Daxx	0.48100000000000037	0.16611950098490735
Ndufa4	0.5460000000000004	0.20879842416284788
Eefsec	0.6750000000000005	0.293499671700607
Wbp2	0.5550000000000004	0.21470781352594737
Mdga2	0.5430000000000004	0.2068286277084814
Slc32a1	0.4940000000000004	0.17465528562049548
Apitd1	0.46300000000000036	0.1543007222587084
Hist1h2bc	0.5270000000000004	0.1963230466185268
Capza1	0.5280000000000004	0.19697964543664895
X4930526I15Rik	0.5050000000000003	0.1818778726198392
X2410004N09Rik	0.5670000000000004	0.22258699934341333
Mvb12a	0.4870000000000004	0.17005909389364032
Stx16	0.5090000000000003	0.18450426789232785
Ppp2r2c	0.5850000000000004	0.23440577806961227
Mrpl17	0.5040000000000003	0.18122127380171704
Gpr153	1.042999999999996	0.5351280367695599
Desi1	0.9080000000000007	0.44648719632307104
Tmem65	0.5150000000000003	0.18844386080106082
Kidins220	0.4860000000000004	0.16940249507551816
Npy	0.43800000000000033	0.1378857518056543
Fam162a	0.47400000000000037	0.1615233092580522
Fam179b	0.4960000000000004	0.1759684832567398
Ndufaf1	0.5520000000000004	0.21273801707158088
Caly	0.4850000000000004	0.168745896257396
Cmtm4	0.4980000000000004	0.17728168089298413
Mex3b	0.6150000000000004	0.2541037426132772
Herpud1	0.45200000000000035	0.14707813525936458
Fam196a	0.5070000000000003	0.18319107025608353
Erbb2ip	0.5040000000000003	0.18122127380171704
Mblac2	0.5450000000000004	0.20814182534472572
Chmp2b	0.4060000000000003	0.11687458962574507
Tmcc3	0.5560000000000004	0.21536441234406953
Rnf150	0.5680000000000004	0.2232435981615355
X9930021J03Rik	0.44300000000000034	0.14116874589626513
Tmem91	0.5580000000000004	0.21667760998031385
Sae1	0.46300000000000036	0.1543007222587084
Rbm5	0.4840000000000004	0.16808929743927384
Phgdh	0.5330000000000004	0.20026263952725978
Usp38	0.5820000000000004	0.23243598161524578
