	V1_Human_Lymph_Node_filtered_feature_bc_matrix	average
CXCL6	0.19000000000000003	0.10429447852760731
PF4V1	0.02	0.0
CXCL1	0.7100000000000004	0.42331288343558277
PF4	0.25000000000000006	0.14110429447852754
CXCL5	0.6500000000000004	0.3865030674846625
CXCL3	0.45000000000000023	0.263803680981595
CXCL2	0.8000000000000005	0.4785276073619631
AC093677.2	0.02	0.0
EREG	0.21000000000000005	0.11656441717791406
AC021180.1	0.02	0.0
AREG	0.6400000000000003	0.3803680981595091
BTC	0.02	0.0
PARM1	0.6300000000000003	0.3742331288343557
AC110760.2	0.09	0.04294478527607358
AC110760.1	0.02	0.0
LINC02562	0.18000000000000002	0.09815950920245393
RCHY1	0.5700000000000003	0.33742331288343547
THAP6	0.47000000000000025	0.2760736196319018
ODAPH	0.12999999999999998	0.06748466257668705
CDKL2	0.02	0.0
G3BP2	0.6300000000000003	0.3742331288343557
USO1	0.5900000000000003	0.34969325153374226
PPEF2	0.02	0.0
NAAA	0.6400000000000003	0.3803680981595091
SDAD1	0.5900000000000003	0.34969325153374226
CXCL9	1.0800000000000007	0.6503067484662576
ART3	0.02	0.0
CXCL10	0.9600000000000006	0.5766871165644171
CXCL11	0.4100000000000002	0.23926380368098152
NUP54	0.6000000000000003	0.3558282208588956
SCARB2	0.6700000000000004	0.39877300613496924
FAM47E	0.060000000000000005	0.024539877300613484
STBD1	0.02	0.0
SHROOM3	0.18000000000000002	0.09815950920245393
SEPT11	0.6200000000000003	0.3680981595092024
CCNI	0.6100000000000003	0.361963190184049
CCNG2	0.6600000000000004	0.39263803680981585
CXCL13	1.6500000000000012	1.0
CNOT6L	0.6500000000000004	0.3865030674846625
MRPL1	0.5900000000000003	0.34969325153374226
FRAS1	0.060000000000000005	0.024539877300613484
ANXA3	0.3100000000000001	0.17791411042944777
LINC01094	0.22000000000000006	0.12269938650306743
AC098818.2	0.02	0.0
BMP2K	0.6400000000000003	0.3803680981595091
PAQR3	0.5400000000000003	0.3190184049079754
LINC01088	0.02	0.0
LINC00989	0.02	0.0
LINC02469	0.02	0.0
ANTXR2	0.5800000000000003	0.34355828220858886
PRDM8	0.5100000000000002	0.30061349693251527
CFAP299	0.060000000000000005	0.024539877300613484
BMP3	0.02	0.0
PRKG2	0.12999999999999998	0.06748466257668705
RASGEF1B	0.5600000000000003	0.33128834355828213
AC124016.2	0.45000000000000023	0.263803680981595
HNRNPD	0.6200000000000003	0.3680981595092024
AC124016.1	0.48000000000000026	0.28220858895705514
HNRNPDL	0.5400000000000003	0.3190184049079754
ENOPH1	0.6100000000000003	0.361963190184049
TMEM150C	0.6000000000000003	0.3558282208588956
SCD5	0.4100000000000002	0.23926380368098152
SEC31A	0.6200000000000003	0.3680981595092024
THAP9-AS1	0.6300000000000003	0.3742331288343557
THAP9	0.3300000000000001	0.19018404907975453
LIN54	0.5000000000000002	0.2944785276073619
COPS4	0.5800000000000003	0.34355828220858886
PLAC8	0.6800000000000004	0.40490797546012264
AC114781.2	0.05	0.01840490797546011
COQ2	0.49000000000000027	0.28834355828220853
HPSE	0.48000000000000026	0.28220858895705514
HELQ	0.5700000000000003	0.33742331288343547
MRPS18C	0.6400000000000003	0.3803680981595091
ABRAXAS1	0.5400000000000003	0.3190184049079754
GPAT3	0.36000000000000015	0.20858895705521466
CDS1	0.16	0.08588957055214719
WDFY3	0.5000000000000002	0.2944785276073619
ARHGAP24	0.5300000000000002	0.312883435582822
MAPK10	0.38000000000000017	0.2208588957055214
PTPN13	0.38000000000000017	0.2208588957055214
C4orf36	0.02	0.0
AC093827.5	0.02	0.0
AC093827.4	0.12999999999999998	0.06748466257668705
AFF1	0.6200000000000003	0.3680981595092024
KLHL8	0.5100000000000002	0.30061349693251527
HSD17B13	0.16	0.08588957055214719
HSD17B11	0.6000000000000003	0.3558282208588956
NUDT9	0.5800000000000003	0.34355828220858886
AC112250.2	0.02	0.0
SPARCL1	0.8800000000000006	0.5276073619631901
SPP1	0.6300000000000003	0.3742331288343557
PKD2	0.5400000000000003	0.3190184049079754
ABCG2	0.25000000000000006	0.14110429447852754
PPM1K	0.6600000000000004	0.39263803680981585
AC107067.1	0.02	0.0
HERC6	0.5700000000000003	0.33742331288343547
HERC5	0.5700000000000003	0.33742331288343547
PYURF	0.6400000000000003	0.3803680981595091
AC083829.2	0.08	0.03680981595092021
HERC3	0.5600000000000003	0.33128834355828213
NAP1L5	0.4100000000000002	0.23926380368098152
FAM13A-AS1	0.6000000000000003	0.3558282208588956
FAM13A	0.48000000000000026	0.28220858895705514
TIGD2	0.4000000000000002	0.23312883435582815
AC104785.1	0.25000000000000006	0.14110429447852754
GPRIN3	0.7000000000000004	0.41717791411042937
SNCA	0.22000000000000006	0.12269938650306743
MMRN1	0.5400000000000003	0.3190184049079754
CCSER1	0.11999999999999998	0.06134969325153368
SMARCAD1	0.5900000000000003	0.34969325153374226
HPGDS	0.25000000000000006	0.14110429447852754
PDLIM5	0.6200000000000003	0.3680981595092024
UNC5C	0.34000000000000014	0.1963190184049079
AC106881.1	0.13999999999999999	0.07361963190184043
STPG2	0.02	0.0
AC019077.1	0.02	0.0
RAP1GDS1	0.6100000000000003	0.361963190184049
TSPAN5	0.5000000000000002	0.2944785276073619
AC114811.2	0.17	0.09202453987730055
EIF4E	0.6300000000000003	0.3742331288343557
METAP1	0.6300000000000003	0.3742331288343557
AC019131.2	0.24000000000000007	0.13496932515337418
ADH5	0.6200000000000003	0.3680981595092024
AP002026.1	0.22000000000000006	0.12269938650306743
ADH1B	0.6200000000000003	0.3680981595092024
ADH1C	0.02	0.0
TRMT10A	0.48000000000000026	0.28220858895705514
DAPP1	0.6300000000000003	0.3742331288343557
LAMTOR3	0.5800000000000003	0.34355828220858886
DNAJB14	0.6100000000000003	0.361963190184049
H2AFZ	0.7900000000000005	0.47239263803680975
DDIT4L	0.02	0.0
EMCN	0.49000000000000027	0.28834355828220853
PPP3CA	0.6300000000000003	0.3742331288343557
AP001816.1	0.47000000000000025	0.2760736196319018
BANK1	0.9000000000000006	0.5398773006134969
SLC39A8	0.5800000000000003	0.34355828220858886
AC098487.1	0.22000000000000006	0.12269938650306743
AF213884.3	0.21000000000000005	0.11656441717791406
NFKB1	0.6600000000000004	0.39263803680981585
MANBA	0.6100000000000003	0.361963190184049
UBE2D3	0.5900000000000003	0.34969325153374226
AC018797.2	0.18000000000000002	0.09815950920245393
CISD2	0.6000000000000003	0.3558282208588956
SLC9B1	0.2700000000000001	0.15337423312883428
SLC9B2	0.45000000000000023	0.263803680981595
BDH2	0.5700000000000003	0.33742331288343547
CENPE	0.5500000000000003	0.32515337423312873
CXXC4	0.09999999999999999	0.049079754601226946
AC096577.1	0.02	0.0
AC004069.1	0.24000000000000007	0.13496932515337418
TET2	0.6000000000000003	0.3558282208588956
PPA2	0.6300000000000003	0.3742331288343557
INTS12	0.5600000000000003	0.33128834355828213
GSTCD	0.47000000000000025	0.2760736196319018
NPNT	0.3000000000000001	0.1717791411042944
AC109361.1	0.11999999999999998	0.06134969325153368
TBCK	0.5200000000000002	0.3067484662576686
AIMP1	0.6300000000000003	0.3742331288343557
DKK2	0.10999999999999999	0.05521472392638031
PAPSS1	0.6000000000000003	0.3558282208588956
SGMS2	0.23000000000000007	0.1288343558282208
AC096564.1	0.12999999999999998	0.06748466257668705
CYP2U1	0.5300000000000002	0.312883435582822
AC096564.2	0.02	0.0
HADH	0.6800000000000004	0.40490797546012264
LEF1	0.8800000000000006	0.5276073619631901
OSTC	0.6500000000000004	0.3865030674846625
ETNPPL	0.02	0.0
COL25A1	0.060000000000000005	0.024539877300613484
SEC24B-AS1	0.34000000000000014	0.1963190184049079
SEC24B	0.5900000000000003	0.34969325153374226
MCUB	0.6500000000000004	0.3865030674846625
CASP6	0.5100000000000002	0.30061349693251527
AC004067.1	0.24000000000000007	0.13496932515337418
PLA2G12A	0.48000000000000026	0.28220858895705514
CFI	0.5300000000000002	0.312883435582822
AC126283.1	0.15	0.07975460122699381
GAR1	0.6300000000000003	0.3742331288343557
RRH	0.02	0.0
LRIT3	0.15	0.07975460122699381
EGF	0.02	0.0
ELOVL6	0.3200000000000001	0.18404907975460116
ENPEP	0.36000000000000015	0.20858895705521466
FAM241A	0.5800000000000003	0.34355828220858886
AC109347.1	0.3000000000000001	0.1717791411042944
AP1AR	0.5300000000000002	0.312883435582822
AC109347.2	0.2800000000000001	0.15950920245398764
TIFA	0.6300000000000003	0.3742331288343557
ALPK1	0.5700000000000003	0.33742331288343547
AC023886.1	0.02	0.0
ZGRF1	0.46000000000000024	0.2699386503067484
LARP7	0.6300000000000003	0.3742331288343557
ANK2	0.5800000000000003	0.34355828220858886
CAMK2D	0.6400000000000003	0.3803680981595091
ARSJ	0.2700000000000001	0.15337423312883428
UGT8	0.4300000000000002	0.2515337423312883
TRAM1L1	0.09999999999999999	0.049079754601226946
NDST3	0.16	0.08588957055214719
SNHG8	0.5500000000000003	0.32515337423312873
PRSS12	0.02	0.0
AC110079.2	0.10999999999999999	0.05521472392638031
METTL14	0.5900000000000003	0.34969325153374226
SEC24D	0.5800000000000003	0.34355828220858886
SYNPO2	0.5900000000000003	0.34969325153374226
MYOZ2	0.13999999999999999	0.07361963190184043
USP53	0.5500000000000003	0.32515337423312873
C4orf3	0.6300000000000003	0.3742331288343557
AC093752.3	0.02	0.0
PDE5A	0.48000000000000026	0.28220858895705514
MAD2L1	0.6600000000000004	0.39263803680981585
AC108866.1	0.02	0.0
PRDM5	0.2800000000000001	0.15950920245398764
NDNF	0.02	0.0
TNIP3	0.2900000000000001	0.16564417177914104
ANXA5	0.6600000000000004	0.39263803680981585
AC079341.3	0.02	0.0
AC079341.1	0.02	0.0
EXOSC9	0.6100000000000003	0.361963190184049
CCNA2	0.6900000000000004	0.411042944785276
BBS7	0.49000000000000027	0.28834355828220853
TRPC3	0.05	0.01840490797546011
KIAA1109	0.6500000000000004	0.3865030674846625
IL2	0.20000000000000004	0.11042944785276068
IL21	0.02	0.0
IL21-AS1	0.11999999999999998	0.06134969325153368
BBS12	0.3000000000000001	0.1717791411042944
FGF2	0.4100000000000002	0.23926380368098152
AC021205.3	0.15	0.07975460122699381
NUDT6	0.4200000000000002	0.2453987730061349
SPATA5	0.46000000000000024	0.2699386503067484
SPRY1	0.6400000000000003	0.3803680981595091
LINC01091	0.02	0.0
LINC02516	0.02	0.0
ANKRD50	0.37000000000000016	0.21472392638036802
FAT4	0.3100000000000001	0.17791411042944777
AC096773.1	0.02	0.0
AC093772.1	0.02	0.0
INTU	0.3200000000000001	0.18404907975460116
HSPA4L	0.19000000000000003	0.10429447852760731
AC093591.2	0.02	0.0
PLK4	0.49000000000000027	0.28834355828220853
MFSD8	0.6000000000000003	0.3558282208588956
ABHD18	0.6100000000000003	0.361963190184049
LARP1B	0.5200000000000002	0.3067484662576686
PGRMC2	0.6000000000000003	0.3558282208588956
AC108062.1	0.3300000000000001	0.19018404907975453
JADE1	0.6100000000000003	0.361963190184049
SCLT1	0.5200000000000002	0.3067484662576686
C4orf33	0.47000000000000025	0.2760736196319018
AC096711.2	0.02	0.0
PCDH10	0.02	0.0
PABPC4L	0.16	0.08588957055214719
PCDH18	0.22000000000000006	0.12269938650306743
AC116563.1	0.02	0.0
AC131956.2	0.02	0.0
SLC7A11	0.34000000000000014	0.1963190184049079
LINC00500	0.02	0.0
NOCT	0.2800000000000001	0.15950920245398764
ELF2	0.6200000000000003	0.3680981595092024
MGARP	0.02	0.0
NDUFC1	0.6400000000000003	0.3803680981595091
NAA15	0.5800000000000003	0.34355828220858886
AC097376.2	0.36000000000000015	0.20858895705521466
RAB33B	0.5300000000000002	0.312883435582822
SETD7	0.5800000000000003	0.34355828220858886
AC112236.2	0.02	0.0
MGST2	0.6000000000000003	0.3558282208588956
MAML3	0.4300000000000002	0.2515337423312883
SCOC	0.5800000000000003	0.34355828220858886
SCOC-AS1	0.4400000000000002	0.2576687116564417
CLGN	0.21000000000000005	0.11656441717791406
ELMOD2	0.5700000000000003	0.33742331288343547
UCP1	0.02	0.0
TBC1D9	0.6800000000000004	0.40490797546012264
AC096733.2	0.3900000000000002	0.22699386503067479
RNF150	0.49000000000000027	0.28834355828220853
ZNF330	0.6500000000000004	0.3865030674846625
LINC02432	0.02	0.0
AC097504.2	0.07	0.03067484662576685
IL15	0.5700000000000003	0.33742331288343547
INPP4B	0.5700000000000003	0.33742331288343547
AC139720.1	0.10999999999999999	0.05521472392638031
AC104596.1	0.02	0.0
USP38	0.5700000000000003	0.33742331288343547
GAB1	0.5500000000000003	0.32515337423312873
SMARCA5	0.6300000000000003	0.3742331288343557
GYPE	0.2800000000000001	0.15950920245398764
HHIP-AS1	0.08	0.03680981595092021
HHIP	0.02	0.0
ANAPC10	0.5100000000000002	0.30061349693251527
ABCE1	0.6500000000000004	0.3865030674846625
OTUD4	0.6500000000000004	0.3865030674846625
SMAD1	0.09999999999999999	0.049079754601226946
MMAA	0.45000000000000023	0.263803680981595
ZNF827	0.5600000000000003	0.33128834355828213
AC108206.1	0.4000000000000002	0.23312883435582815
LINC01095	0.02	0.0
LSM6	0.6600000000000004	0.39263803680981585
REELD1	0.3100000000000001	0.17791411042944777
SLC10A7	0.47000000000000025	0.2760736196319018
EDNRA	0.4300000000000002	0.2515337423312883
LINC02507	0.02	0.0
TMEM184C	0.5300000000000002	0.312883435582822
PRMT9	0.47000000000000025	0.2760736196319018
ARHGAP10	0.47000000000000025	0.2760736196319018
NR3C2	0.4400000000000002	0.2576687116564417
DCLK2	0.3300000000000001	0.19018404907975453
LRBA	0.6100000000000003	0.361963190184049
MAB21L2	0.02	0.0
SH3D19	0.45000000000000023	0.263803680981595
AC095055.1	0.23000000000000007	0.1288343558282208
AC104819.3	0.02	0.0
FAM160A1	0.02	0.0
AC092611.2	0.02	0.0
GATB	0.5200000000000002	0.3067484662576686
AC092611.1	0.02	0.0
AC097375.1	0.15	0.07975460122699381
LINC02273	0.5800000000000003	0.34355828220858886
AC079340.2	0.02	0.0
AC080078.2	0.02	0.0
FBXW7	0.6200000000000003	0.3680981595092024
TMEM154	0.6200000000000003	0.3680981595092024
AC106882.1	0.26000000000000006	0.1472392638036809
ARFIP1	0.5600000000000003	0.33128834355828213
FHDC1	0.34000000000000014	0.1963190184049079
TRIM2	0.47000000000000025	0.2760736196319018
MND1	0.6100000000000003	0.361963190184049
TMEM131L	0.7800000000000005	0.46625766871165636
TLR2	0.49000000000000027	0.28834355828220853
RNF175	0.3300000000000001	0.19018404907975453
SFRP2	0.37000000000000016	0.21472392638036802
DCHS2	0.15	0.07975460122699381
PLRG1	0.6000000000000003	0.3558282208588956
FGG	0.02	0.0
LRAT	0.02	0.0
MAP9	0.46000000000000024	0.2699386503067484
GUCY1A1	0.5000000000000002	0.2944785276073619
GUCY1B1	0.5700000000000003	0.33742331288343547
TDO2	0.49000000000000027	0.28834355828220853
CTSO	0.5900000000000003	0.34969325153374226
PDGFC	0.4400000000000002	0.2576687116564417
GLRB	0.05	0.01840490797546011
FAM198B	0.5600000000000003	0.33128834355828213
FAM198B-AS1	0.05	0.01840490797546011
TMEM144	0.2800000000000001	0.15950920245398764
RXFP1	0.17	0.09202453987730055
C4orf46	0.5000000000000002	0.2944785276073619
ETFDH	0.5300000000000002	0.312883435582822
PPID	0.6400000000000003	0.3803680981595091
FNIP2	0.5100000000000002	0.30061349693251527
RAPGEF2	0.5500000000000003	0.32515337423312873
NAF1	0.49000000000000027	0.28834355828220853
NPY1R	0.5300000000000002	0.312883435582822
NPY5R	0.15	0.07975460122699381
TKTL2	0.02	0.0
TMA16	0.5700000000000003	0.33742331288343547
MARCH1	0.6600000000000004	0.39263803680981585
AC093788.1	0.3300000000000001	0.19018404907975453
TRIM61	0.2800000000000001	0.15950920245398764
FAM218A	0.24000000000000007	0.13496932515337418
TRIM60	0.02	0.0
TMEM192	0.5100000000000002	0.30061349693251527
KLHL2	0.6000000000000003	0.3558282208588956
MSMO1	0.5700000000000003	0.33742331288343547
CPE	0.5900000000000003	0.34969325153374226
TLL1	0.26000000000000006	0.1472392638036809
SPOCK3	0.12999999999999998	0.06748466257668705
DDX60	0.6300000000000003	0.3742331288343557
DDX60L	0.6400000000000003	0.3803680981595091
PALLD	0.6400000000000003	0.3803680981595091
AC080188.1	0.02	0.0
CBR4	0.6000000000000003	0.3558282208588956
SH3RF1	0.45000000000000023	0.263803680981595
NEK1	0.5000000000000002	0.2944785276073619
CLCN3	0.5600000000000003	0.33128834355828213
HPF1	0.5800000000000003	0.34355828220858886
MFAP3L	0.3000000000000001	0.1717791411042944
AADAT	0.22000000000000006	0.12269938650306743
GALNTL6	0.02	0.0
AC105285.1	0.21000000000000005	0.11656441717791406
GALNT7	0.5300000000000002	0.312883435582822
AC097534.1	0.02	0.0
HMGB2	0.9500000000000006	0.5705521472392637
AC097534.2	0.38000000000000017	0.2208588957055214
SAP30	0.5000000000000002	0.2944785276073619
SCRG1	0.02	0.0
HAND2	0.26000000000000006	0.1472392638036809
HAND2-AS1	0.3000000000000001	0.1717791411042944
LINC02268	0.02	0.0
FBXO8	0.5200000000000002	0.3067484662576686
CEP44	0.5700000000000003	0.33742331288343547
HPGD	0.48000000000000026	0.28220858895705514
AC096751.2	0.02	0.0
GLRA3	0.16	0.08588957055214719
ADAM29	0.02	0.0
AC105914.2	0.02	0.0
GPM6A	0.34000000000000014	0.1963190184049079
WDR17	0.3000000000000001	0.1717791411042944
SPATA4	0.02	0.0
SPCS3	0.6100000000000003	0.361963190184049
VEGFC	0.5200000000000002	0.3067484662576686
NEIL3	0.3900000000000002	0.22699386503067479
AGA	0.5900000000000003	0.34969325153374226
AC078881.1	0.02	0.0
AC098864.1	0.02	0.0
TENM3	0.36000000000000015	0.20858895705521466
AC079766.1	0.02	0.0
DCTD	0.6200000000000003	0.3680981595092024
WWC2-AS2	0.02	0.0
WWC2	0.4000000000000002	0.23312883435582815
CLDN22	0.02	0.0
CDKN2AIP	0.5900000000000003	0.34969325153374226
ING2	0.48000000000000026	0.28220858895705514
AC107214.2	0.02	0.0
RWDD4	0.5800000000000003	0.34355828220858886
TRAPPC11	0.5900000000000003	0.34969325153374226
STOX2	0.3000000000000001	0.1717791411042944
ENPP6	0.23000000000000007	0.1288343558282208
LINC02363	0.09999999999999999	0.049079754601226946
LINC02362	0.5300000000000002	0.312883435582822
IRF2	0.6700000000000004	0.39877300613496924
LINC02427	0.04	0.01226993865030674
LINC02365	0.02	0.0
CASP3	0.6300000000000003	0.3742331288343557
PRIMPOL	0.5700000000000003	0.33742331288343547
CENPU	0.6100000000000003	0.361963190184049
ACSL1	0.6200000000000003	0.3680981595092024
SLC25A4	0.5800000000000003	0.34355828220858886
CFAP97	0.5700000000000003	0.33742331288343547
SNX25	0.5900000000000003	0.34969325153374226
LRP2BP	0.3100000000000001	0.17791411042944777
AC112722.1	0.02	0.0
ANKRD37	0.45000000000000023	0.263803680981595
UFSP2	0.5400000000000003	0.3190184049079754
C4orf47	0.02	0.0
CCDC110	0.02	0.0
AC106897.1	0.25000000000000006	0.14110429447852754
PDLIM3	0.5800000000000003	0.34355828220858886
SORBS2	0.36000000000000015	0.20858895705521466
AC093797.1	0.02	0.0
TLR3	0.19000000000000003	0.10429447852760731
FAM149A	0.17	0.09202453987730055
CYP4V2	0.6200000000000003	0.3680981595092024
KLKB1	0.47000000000000025	0.2760736196319018
F11	0.02	0.0
FAT1	0.4400000000000002	0.2576687116564417
AF250324.1	0.02	0.0
FRG1-DT	0.02	0.0
FRG1	0.6100000000000003	0.361963190184049
PLEKHG4B	0.3000000000000001	0.1717791411042944
CCDC127	0.5200000000000002	0.3067484662576686
SDHA	0.6100000000000003	0.361963190184049
AC021087.1	0.02	0.0
PDCD6	0.6800000000000004	0.40490797546012264
AHRR	0.09	0.04294478527607358
EXOC3-AS1	0.34000000000000014	0.1963190184049079
EXOC3	0.6400000000000003	0.3803680981595091
SLC9A3	0.5200000000000002	0.3067484662576686
CEP72	0.4400000000000002	0.2576687116564417
TPPP	0.08	0.03680981595092021
AC026740.1	0.26000000000000006	0.1472392638036809
ZDHHC11B	0.09999999999999999	0.049079754601226946
ZDHHC11	0.37000000000000016	0.21472392638036802
BRD9	0.6000000000000003	0.3558282208588956
TRIP13	0.5100000000000002	0.30061349693251527
AC116351.1	0.19000000000000003	0.10429447852760731
AC116351.2	0.08	0.03680981595092021
NKD2	0.49000000000000027	0.28834355828220853
SLC12A7	0.6900000000000004	0.411042944785276
AC114291.1	0.13999999999999999	0.07361963190184043
TERT	0.4400000000000002	0.2576687116564417
CLPTM1L	0.6400000000000003	0.3803680981595091
LINC01511	0.02	0.0
SLC6A3	0.02	0.0
LPCAT1	0.6500000000000004	0.3865030674846625
AC026412.3	0.05	0.01840490797546011
AC112176.1	0.02	0.0
MRPL36	0.6400000000000003	0.3803680981595091
NDUFS6	0.6500000000000004	0.3865030674846625
IRX4	0.03	0.006134969325153368
AC126768.2	0.02	0.0
IRX2	0.02	0.0
C5orf38	0.02	0.0
IRX1	0.07	0.03067484662576685
ICE1	0.6200000000000003	0.3680981595092024
LINC02145	0.07	0.03067484662576685
MED10	0.6300000000000003	0.3742331288343557
UBE2QL1	0.21000000000000005	0.11656441717791406
NSUN2	0.6300000000000003	0.3742331288343557
SRD5A1	0.46000000000000024	0.2699386503067484
LINC02102	0.02	0.0
TENT4A	0.6100000000000003	0.361963190184049
ADCY2	0.09999999999999999	0.049079754601226946
C5orf49	0.02	0.0
FASTKD3	0.5100000000000002	0.30061349693251527
AC025174.1	0.02	0.0
AC091965.4	0.03	0.006134969325153368
MIR4458HG	0.5400000000000003	0.3190184049079754
SEMA5A	0.6200000000000003	0.3680981595092024
SNHG18	0.4000000000000002	0.23312883435582815
AC034229.4	0.25000000000000006	0.14110429447852754
FAM173B	0.47000000000000025	0.2760736196319018
CCT5	0.6700000000000004	0.39877300613496924
AC012640.4	0.09	0.04294478527607358
CMBL	0.20000000000000004	0.11042944785276068
AC012640.2	0.24000000000000007	0.13496932515337418
MARCH6	0.6200000000000003	0.3680981595092024
ROPN1L	0.17	0.09202453987730055
LINC01513	0.02	0.0
ANKRD33B	0.5400000000000003	0.3190184049079754
ANKRD33B-AS1	0.02	0.0
DAP	0.6500000000000004	0.3865030674846625
AC012629.2	0.02	0.0
CTNND2	0.03	0.006134969325153368
DNAH5	0.02	0.0
TRIO	0.6200000000000003	0.3680981595092024
OTULINL	0.5300000000000002	0.312883435582822
AC010491.1	0.3300000000000001	0.19018404907975453
OTULIN	0.6200000000000003	0.3680981595092024
ANKH	0.6000000000000003	0.3558282208588956
AC016575.1	0.19000000000000003	0.10429447852760731
FBXL7	0.4000000000000002	0.23312883435582815
ZNF622	0.5900000000000003	0.34969325153374226
RETREG1	0.49000000000000027	0.28834355828220853
AC022113.1	0.10999999999999999	0.05521472392638031
MYO10	0.35000000000000014	0.20245398773006126
BASP1	0.8900000000000006	0.5337423312883435
AC026790.1	0.02	0.0
BASP1-AS1	0.02	0.0
AC026785.2	0.02	0.0
LINC02217	0.02	0.0
LINC02100	0.02	0.0
CDH18	0.02	0.0
AC093274.1	0.02	0.0
AC091946.2	0.08	0.03680981595092021
C5orf17	0.02	0.0
CDH10	0.02	0.0
PURPL	0.02	0.0
CDH6	0.3100000000000001	0.17791411042944777
DROSHA	0.6100000000000003	0.361963190184049
C5orf22	0.5000000000000002	0.2944785276073619
PDZD2	0.21000000000000005	0.11656441717791406
AC025178.1	0.02	0.0
GOLPH3	0.6300000000000003	0.3742331288343557
AC025181.2	0.3100000000000001	0.17791411042944777
ZFR	0.6300000000000003	0.3742331288343557
SUB1	0.6300000000000003	0.3742331288343557
NPR3	0.10999999999999999	0.05521472392638031
AC034231.1	0.09	0.04294478527607358
TARS	0.6200000000000003	0.3680981595092024
ADAMTS12	0.26000000000000006	0.1472392638036809
SLC45A2	0.02	0.0
AMACR	0.3300000000000001	0.19018404907975453
C1QTNF3	0.46000000000000024	0.2699386503067484
AC025754.2	0.060000000000000005	0.024539877300613484
RAI14	0.6300000000000003	0.3742331288343557
AC026801.2	0.20000000000000004	0.11042944785276068
TTC23L	0.09999999999999999	0.049079754601226946
RAD1	0.5800000000000003	0.34355828220858886
BRIX1	0.5800000000000003	0.34355828220858886
DNAJC21	0.6100000000000003	0.361963190184049
PRLR	0.04	0.01226993865030674
SPEF2	0.4000000000000002	0.23312883435582815
IL7R	1.0300000000000007	0.6196319018404908
UGT3A2	0.02	0.0
LMBRD2	0.5400000000000003	0.3190184049079754
SKP2	0.5600000000000003	0.33128834355828213
NADK2	0.5600000000000003	0.33128834355828213
RANBP3L	0.02	0.0
SLC1A3	0.49000000000000027	0.28834355828220853
AC008957.1	0.12999999999999998	0.06748466257668705
AC026741.1	0.11999999999999998	0.06134969325153368
NIPBL	0.6500000000000004	0.3865030674846625
CPLANE1	0.4300000000000002	0.2515337423312883
NUP155	0.5800000000000003	0.34355828220858886
WDR70	0.5700000000000003	0.33742331288343547
GDNF-AS1	0.02	0.0
EGFLAM	0.5200000000000002	0.3067484662576686
AC010457.1	0.02	0.0
LIFR	0.6200000000000003	0.3680981595092024
LIFR-AS1	0.18000000000000002	0.09815950920245393
AC010425.1	0.02	0.0
OSMR-AS1	0.16	0.08588957055214719
OSMR	0.6600000000000004	0.39263803680981585
RICTOR	0.6200000000000003	0.3680981595092024
FYB1	0.7200000000000004	0.4294478527607361
DAB2	0.6700000000000004	0.39877300613496924
LINC02104	0.02	0.0
TTC33	0.5100000000000002	0.30061349693251527
PTGER4	0.6400000000000003	0.3803680981595091
PRKAA1	0.6300000000000003	0.3742331288343557
CARD6	0.4300000000000002	0.2515337423312883
C7	0.8000000000000005	0.4785276073619631
MROH2B	0.02	0.0
C6	0.16	0.08588957055214719
PLCXD3	0.35000000000000014	0.20245398773006126
OXCT1	0.6200000000000003	0.3680981595092024
C5orf51	0.5300000000000002	0.312883435582822
FBXO4	0.5500000000000003	0.32515337423312873
GHR	0.3100000000000001	0.17791411042944777
CCDC152	0.49000000000000027	0.28834355828220853
SELENOP	0.6700000000000004	0.39877300613496924
AC008945.1	0.11999999999999998	0.06134969325153368
AC008875.1	0.2900000000000001	0.16564417177914104
AC025171.3	0.02	0.0
AC025171.5	0.34000000000000014	0.1963190184049079
ANXA2R	0.6100000000000003	0.361963190184049
AC025171.2	0.2800000000000001	0.15950920245398764
AC025171.4	0.4400000000000002	0.2576687116564417
ZNF131	0.5600000000000003	0.33128834355828213
NIM1K	0.09999999999999999	0.049079754601226946
AC114947.2	0.09999999999999999	0.049079754601226946
HMGCS1	0.6500000000000004	0.3865030674846625
CCL28	0.46000000000000024	0.2699386503067484
TMEM267	0.5600000000000003	0.33128834355828213
C5orf34	0.4200000000000002	0.2453987730061349
AC114956.2	0.02	0.0
PAIP1	0.5900000000000003	0.34969325153374226
NNT-AS1	0.5300000000000002	0.312883435582822
NNT	0.6300000000000003	0.3742331288343557
FGF10	0.10999999999999999	0.05521472392638031
FGF10-AS1	0.02	0.0
MRPS30-DT	0.17	0.09202453987730055
MRPS30	0.5900000000000003	0.34969325153374226
AC093297.2	0.49000000000000027	0.28834355828220853
EMB	0.6400000000000003	0.3803680981595091
AC112187.3	0.13999999999999999	0.07361963190184043
PARP8	0.6200000000000003	0.3680981595092024
LINC02106	0.02	0.0
AC010478.1	0.060000000000000005	0.024539877300613484
ISL1	0.16	0.08588957055214719
ITGA1	0.5900000000000003	0.34969325153374226
PELO	0.5300000000000002	0.312883435582822
ITGA2	0.34000000000000014	0.1963190184049079
AC008966.2	0.13999999999999999	0.07361963190184043
MOCS2	0.5600000000000003	0.33128834355828213
AC008966.1	0.2900000000000001	0.16564417177914104
FST	0.20000000000000004	0.11042944785276068
NDUFS4	0.6200000000000003	0.3680981595092024
