	melanoma.tsv	average
HNRNPH3	0.5220000000000004	0.33269353806783164
AKNA	0.5210000000000004	0.3320537428023166
CD209	0.34300000000000025	0.21817018554063575
ZBTB45	0.3950000000000003	0.2514395393474189
POM121C	0.4110000000000003	0.2616762635956599
NUP98	0.32400000000000023	0.2060140754958496
TNFSF10	0.5170000000000003	0.3294945617402563
NDUFS7	0.4280000000000003	0.27255278310941594
SDC4	0.6360000000000005	0.40563019833654856
BST2	0.5430000000000004	0.3461292386436479
APBB1	0.6180000000000004	0.3941138835572775
NCBP2-AS2	0.5400000000000004	0.3442098528471027
C1orf86	0.44600000000000034	0.284069097888687
METRN	0.47400000000000037	0.3019833653231087
FDCSP	0.5240000000000004	0.33397312859886175
SHROOM1	0.3860000000000003	0.24568138195778338
TMCC2	0.4210000000000003	0.2680742162508105
ZNF740	0.34600000000000025	0.22008957133718093
SLC25A5	0.4200000000000003	0.26743442098529546
ENDOV	0.2620000000000002	0.16634676903391582
WDR74	0.33400000000000024	0.21241202815100022
MGST3	0.46000000000000035	0.29302623160589786
FGR	0.3810000000000003	0.24248240563020806
UPP1	0.3840000000000003	0.24440179142675325
COX7A2L	0.5620000000000004	0.3582853486884341
KMT2C	0.46000000000000035	0.29302623160589786
EIF3C	0.4090000000000003	0.26039667306462977
ERGIC2	0.4130000000000003	0.26295585412669004
C10orf54	0.4280000000000003	0.27255278310941594
NEDD8	0.45400000000000035	0.28918746001280754
PMF1	0.4880000000000004	0.31094049904031956
HIST1H4J	0.2430000000000002	0.15419065898912968
SLC27A3	0.3040000000000002	0.19321817018554838
TMX1	0.43800000000000033	0.2789507357645665
IL2RB	0.3870000000000003	0.24632117722329844
JAGN1	0.4140000000000003	0.2635956493922051
ABHD16A	0.17000000000000012	0.10748560460653023
NVL	0.3950000000000003	0.2514395393474189
GNG2	0.5160000000000003	0.32885476647474127
SRSF11	0.5080000000000003	0.3237364043506208
UBE2R2	0.46700000000000036	0.2975047984645033
DCP1B	0.45800000000000035	0.29174664107486775
RAB20	0.25000000000000017	0.15866922584773507
FBXO5	0.4040000000000003	0.25719769673705445
UBR2	0.3720000000000003	0.2367242482405725
VRK3	0.3940000000000003	0.25079974408190386
ZBTB1	0.3810000000000003	0.24248240563020806
POLG	0.45600000000000035	0.29046705054383765
GPCPD1	0.33400000000000024	0.21241202815100022
CDC123	0.3920000000000003	0.24952015355087373
UBE2L6	0.4970000000000004	0.31669865642995515
BCAN	1.2189999999999765	0.7786308381318134
LAT2	0.6460000000000005	0.4120281509916992
TXN2	0.5210000000000004	0.3320537428023166
HELZ	0.4120000000000003	0.262316058861175
TRAPPC10	0.5160000000000003	0.32885476647474127
SNRPF	0.3970000000000003	0.252719129878449
ZMAT2	0.45200000000000035	0.2879078694817774
SART1	0.5110000000000003	0.32565579014716595
LAMA5	0.34800000000000025	0.22136916186821107
GIMAP8	0.4170000000000003	0.26551503518875025
TMEM106B	0.5170000000000003	0.3294945617402563
EDEM3	0.3970000000000003	0.252719129878449
CRAT	0.46600000000000036	0.29686500319898823
C16orf13	0.5700000000000004	0.36340371081255457
NIN	0.4260000000000003	0.27127319257838584
ITFG3	0.36500000000000027	0.23224568138196708
DGKA	0.47500000000000037	0.3026231605886238
PQLC2	0.4070000000000003	0.25911708253359966
ATF4	0.5430000000000004	0.3461292386436479
NEK6	0.4130000000000003	0.26295585412669004
GPR114	0.4920000000000004	0.31349968010237983
PSMD11	0.5320000000000004	0.3390914907229822
GATC	0.2660000000000002	0.16890595009597606
IL4R	0.31900000000000023	0.20281509916827428
KIAA0125	0.21000000000000016	0.13307741522713265
BAK1	0.45600000000000035	0.29046705054383765
MIS18BP1	0.4160000000000003	0.2648752399232352
LRRCC1	0.4290000000000003	0.273192578374931
LYRM1	0.34000000000000025	0.21625079974409056
ZFAND5	0.45200000000000035	0.2879078694817774
OSBPL1A	0.47800000000000037	0.304542546385169
ERN1	0.44800000000000034	0.28534868841971717
PLEKHA2	0.35200000000000026	0.2239283429302713
CSNK1G2	0.3980000000000003	0.2533589251439641
MARS	0.47800000000000037	0.304542546385169
COPS5	0.4090000000000003	0.26039667306462977
NME1-NME2	0.5180000000000003	0.3301343570057714
C9orf41	0.46800000000000036	0.2981445937300184
KCNMA1	0.4220000000000003	0.26871401151632557
PLCG2	0.4120000000000003	0.262316058861175
HSPE1	0.6630000000000005	0.4229046705054552
DDI2	0.35000000000000026	0.22264875239924117
SUPT5H	0.5530000000000004	0.3525271912987985
KIAA1033	0.4890000000000004	0.31158029430583467
VCAM1	0.43300000000000033	0.27575175943699126
GTF3C5	0.4130000000000003	0.26295585412669004
FANCD2	0.32900000000000024	0.2092130518234249
SDHA	0.46500000000000036	0.2962252079334732
PPP1R16B	0.4890000000000004	0.31158029430583467
ANXA2R	0.2880000000000002	0.1829814459373074
BCAS2	0.46400000000000036	0.2955854126679581
UNK	0.4010000000000003	0.2552783109405093
DBNL	0.5050000000000003	0.3218170185540756
HELLS	0.47300000000000036	0.30134357005759366
AHDC1	0.4170000000000003	0.26551503518875025
FKTN	0.3820000000000003	0.24312220089572312
LATS1	0.33900000000000025	0.2156110044785755
EWSR1	0.3950000000000003	0.2514395393474189
INAFM1	0.35900000000000026	0.22840690978887673
CDYL2	0.20700000000000016	0.1311580294305875
SCRIB	0.6240000000000004	0.3979526551503678
IRF8	0.23800000000000018	0.15099168266155436
NDUFB6	0.43900000000000033	0.2795905310300816
UNC45A	0.46600000000000036	0.29686500319898823
FAF1	0.4220000000000003	0.26871401151632557
PISD	0.43600000000000033	0.2776711452335364
NACC2	0.43600000000000033	0.2776711452335364
NDUFB9	0.6090000000000004	0.3883557261676419
PPAPDC1B	0.3100000000000002	0.19705694177863875
CP	0.35600000000000026	0.22648752399233155
NIPBL	0.43300000000000033	0.27575175943699126
SIK3	0.34600000000000025	0.22008957133718093
ICAM1	0.46500000000000036	0.2962252079334732
DDX39A	0.5780000000000004	0.36852207293667505
ADAM19	0.25300000000000017	0.16058861164428026
APOBEC3C	0.34600000000000025	0.22008957133718093
PRCC	0.46800000000000036	0.2981445937300184
SREBF2	0.4860000000000004	0.30966090850928946
FMNL2	0.43500000000000033	0.27703134996802137
TIMP3	0.5280000000000004	0.336532309660922
ZNF708	0.2860000000000002	0.18170185540627729
STOML2	0.5310000000000004	0.33845169545746717
AGPAT2	0.47400000000000037	0.3019833653231087
AGPAT6	0.4150000000000003	0.26423544465772014
MRPL19	0.5370000000000004	0.34229046705055755
ATF2	0.4070000000000003	0.25911708253359966
FBXO9	0.46200000000000035	0.294305822136928
CEBPZOS	0.3710000000000003	0.23608445297505745
SERPINB9	0.5290000000000004	0.33717210492643707
KLC4	0.3850000000000003	0.2450415866922683
SNRPD1	0.43500000000000033	0.27703134996802137
LSM2	0.5460000000000004	0.3480486244401931
CRYAB	0.44000000000000034	0.2802303262955967
KDM4B	0.3150000000000002	0.20025591810621404
NOL9	0.4010000000000003	0.2552783109405093
NRIP3	0.2630000000000002	0.16698656429943087
LY9	0.18200000000000013	0.11516314779271096
HPS6	0.43200000000000033	0.27511196417147615
OLFM1	0.3750000000000003	0.2386436340371177
MVP	0.44300000000000034	0.28214971209214185
UGCG	0.6530000000000005	0.41650671785030463
TMEM88	0.17800000000000013	0.1126039667306507
LIMK2	0.36800000000000027	0.23416506717851227
LSM10	0.5440000000000004	0.34676903390916297
AMY2B	0.3090000000000002	0.19641714651312367
HOXA7	0.19400000000000014	0.12284069097889169
SLC2A4RG	0.4930000000000004	0.3141394753678949
CDK11A	0.3930000000000003	0.2501599488163888
UPF2	0.33300000000000024	0.21177223288548513
FAM102A	0.3060000000000002	0.19449776071657848
GSDMD	0.45500000000000035	0.2898272552783226
D2HGDH	0.44000000000000034	0.2802303262955967
MANBAL	0.4880000000000004	0.31094049904031956
COPG1	0.4860000000000004	0.30966090850928946
POLA2	0.36800000000000027	0.23416506717851227
CXCL10	0.5980000000000004	0.3813179782469763
DNM2	0.43800000000000033	0.2789507357645665
ID2	0.4990000000000004	0.31797824696098526
TBC1D10C	0.4270000000000003	0.2719129878439009
ZNF770	0.4300000000000003	0.27383237364044605
UBA1	0.47500000000000037	0.3026231605886238
CLK2	0.36000000000000026	0.22904670505439179
MRGBP	0.47100000000000036	0.30006397952656355
MRFAP1L1	0.44100000000000034	0.28087012156111174
TMEM98	0.7030000000000005	0.44849648112605767
PIK3IP1	0.3800000000000003	0.241842610364693
CRELD2	0.48100000000000037	0.30646193218171414
ALCAM	0.34000000000000025	0.21625079974409056
ANKRA2	0.45500000000000035	0.2898272552783226
MSMO1	0.4220000000000003	0.26871401151632557
FXYD6	0.3110000000000002	0.1976967370441538
TMEM219	0.3960000000000003	0.25207933461293397
SNRPN	0.5110000000000003	0.32565579014716595
MRPL42	0.3800000000000003	0.241842610364693
ZNF845	0.32700000000000023	0.2079334612923948
R3HDM2	0.3900000000000003	0.24824056301984362
NDUFAB1	0.4070000000000003	0.25911708253359966
CXorf65	0.3020000000000002	0.19193857965451824
PNRC1	0.4040000000000003	0.25719769673705445
MRTO4	0.5000000000000003	0.3186180422265003
TRIM39	0.34500000000000025	0.21944977607166588
CHURC1	0.3090000000000002	0.19641714651312367
LMAN1	0.5310000000000004	0.33845169545746717
ATG16L2	0.2970000000000002	0.18873960332694295
EIF3M	0.4050000000000003	0.25783749200256956
VAV1	0.3880000000000003	0.2469609724888135
CRLS1	0.4220000000000003	0.26871401151632557
GNG11	0.3740000000000003	0.23800383877160264
TANK	0.5000000000000003	0.3186180422265003
EIF2D	0.43200000000000033	0.27511196417147615
WDR82	0.5460000000000004	0.3480486244401931
PSMA4	0.5280000000000004	0.336532309660922
SIRPA	0.45600000000000035	0.29046705054383765
FJX1	0.36800000000000027	0.23416506717851227
RNFT1	0.33800000000000024	0.21497120921306045
TCL1A	0.4930000000000004	0.3141394753678949
ASCC2	0.32700000000000023	0.2079334612923948
ARID4A	0.33900000000000025	0.2156110044785755
COMMD1	0.36600000000000027	0.23288547664748216
UBE2G1	0.36200000000000027	0.23032629558542192
CUL2	0.4050000000000003	0.25783749200256956
IRAK1	0.43300000000000033	0.27575175943699126
SRP9	0.4960000000000004	0.3160588611644401
FAM212A	0.47700000000000037	0.3039027511196539
KPNA2	0.46600000000000036	0.29686500319898823
RNF152	0.20400000000000015	0.1292386436340423
PRRC2B	0.35300000000000026	0.22456813819578636
FBF1	0.4900000000000004	0.3122200895713497
FCHSD2	0.3040000000000002	0.19321817018554838
MKRN2	0.36800000000000027	0.23416506717851227
JUNB	0.44900000000000034	0.2859884836852322
ERLIN1	0.44400000000000034	0.2827895073576569
USP47	0.5160000000000003	0.32885476647474127
LYPLA2	0.4900000000000004	0.3122200895713497
ZNFX1	0.3730000000000003	0.23736404350608759
ROCK1	0.47700000000000037	0.3039027511196539
UCP2	0.6780000000000005	0.4325015994881811
FBXO44	0.3150000000000002	0.20025591810621404
NDEL1	0.4030000000000003	0.2565579014715394
LPXN	0.34400000000000025	0.2188099808061508
TMEM218	0.4150000000000003	0.26423544465772014
PRKAR1A	0.5480000000000004	0.34932821497122324
RAB5C	0.5290000000000004	0.33717210492643707
CCDC57	0.44200000000000034	0.2815099168266268
SBNO2	0.7580000000000006	0.483685220729386
SLC25A1	0.5100000000000003	0.3250159948816509
RNF219	0.3110000000000002	0.1976967370441538
TELO2	0.4240000000000003	0.2699936020473557
HIVEP2	0.35800000000000026	0.22776711452336165
BOD1L1	0.4050000000000003	0.25783749200256956
ALDH1A1	0.5290000000000004	0.33717210492643707
CDK9	0.2770000000000002	0.17594369801664173
FAIM3	0.5470000000000004	0.34868841970570813
RNF145	0.46900000000000036	0.29878438899553345
PRKCD	0.43300000000000033	0.27575175943699126
LRMP	0.44600000000000034	0.284069097888687
DR1	0.5830000000000004	0.37172104926425037
RABAC1	0.47500000000000037	0.3026231605886238
MKL1	0.5660000000000004	0.3608445297504943
TASP1	0.4100000000000003	0.2610364683301448
SIDT2	0.32000000000000023	0.20345489443378934
DYNLL2	0.4940000000000004	0.31477927063340994
AOAH	0.3920000000000003	0.24952015355087373
MARCH7	0.45000000000000034	0.2866282789507473
NAB1	0.46300000000000036	0.29494561740244307
AFF1	0.48000000000000037	0.3058221369161991
KIZ	0.33100000000000024	0.21049264235445503
PRKAR2A	0.32500000000000023	0.20665387076136466
NKG7	0.44100000000000034	0.28087012156111174
ODF3B	0.47400000000000037	0.3019833653231087
GBF1	0.4040000000000003	0.25719769673705445
DOT1L	0.5330000000000004	0.3397312859884973
PDE6B	0.35200000000000026	0.2239283429302713
PFKP	0.4280000000000003	0.27255278310941594
ELP6	0.35200000000000026	0.2239283429302713
PET100	0.5460000000000004	0.3480486244401931
JMY	0.3730000000000003	0.23736404350608759
DCAF13	0.7540000000000006	0.48112603966732576
EIF3G	0.33500000000000024	0.21305182341651527
RELA	0.3890000000000003	0.24760076775432854
TJP2	0.3130000000000002	0.1989763275751839
INTS10	0.4860000000000004	0.30966090850928946
RAB38	0.6360000000000005	0.40563019833654856
CDV3	0.4900000000000004	0.3122200895713497
C11orf95	0.3770000000000003	0.23992322456814782
PALD1	0.32900000000000024	0.2092130518234249
C17orf70	0.3750000000000003	0.2386436340371177
NBAS	0.4050000000000003	0.25783749200256956
SMAD3	0.35300000000000026	0.22456813819578636
ANG	0.2790000000000002	0.17722328854767186
CAPN3	0.5280000000000004	0.336532309660922
MRPL34	0.45800000000000035	0.29174664107486775
TSPAN13	0.3890000000000003	0.24760076775432854
CYTH4	0.5100000000000003	0.3250159948816509
NOSIP	0.4110000000000003	0.2616762635956599
FADS3	0.5720000000000004	0.3646833013435847
CROCCP2	0.5550000000000004	0.35380678182982866
PRR14L	0.4260000000000003	0.27127319257838584
DCAF15	0.36300000000000027	0.23096609085093697
FAM107B	0.7150000000000005	0.4561740243122384
DYNLRB1	0.43400000000000033	0.2763915547025063
CD48	0.36900000000000027	0.23480486244402735
ANXA6	0.5840000000000004	0.3723608445297654
SDCCAG3	0.45800000000000035	0.29174664107486775
ATP5SL	0.4210000000000003	0.2680742162508105
ARSA	0.4840000000000004	0.30838131797825935
SNRNP200	0.5460000000000004	0.3480486244401931
MARCKS	0.45200000000000035	0.2879078694817774
AC005082.12	0.10400000000000008	0.0652591170825362
ARL6IP1	0.4940000000000004	0.31477927063340994
AURKAIP1	0.36500000000000027	0.23224568138196708
MBOAT7	0.43800000000000033	0.2789507357645665
SERPINB6	0.6200000000000004	0.3953934740883076
SETD1A	0.4160000000000003	0.2648752399232352
GMIP	0.5990000000000004	0.3819577735124913
PPM1B	0.5470000000000004	0.34868841970570813
GDPD5	0.3160000000000002	0.2008957133717291
ARMCX2	0.3160000000000002	0.2008957133717291
HCRT	0.10400000000000008	0.0652591170825362
TMEM163	0.4100000000000003	0.2610364683301448
IWS1	0.36800000000000027	0.23416506717851227
RNF220	0.3960000000000003	0.25207933461293397
PBX4	0.3060000000000002	0.19449776071657848
ADRBK2	0.36400000000000027	0.23160588611645203
GAS1	0.36900000000000027	0.23480486244402735
MFN1	0.5220000000000004	0.33269353806783164
SFSWAP	0.4880000000000004	0.31094049904031956
MAL	0.19000000000000014	0.12028150991683144
AC017104.6	0.19800000000000015	0.12539987204095193
CIR1	0.45000000000000034	0.2866282789507473
MYO6	0.3830000000000003	0.2437619961612382
PPP1R12B	0.47200000000000036	0.3007037747920786
TRIM22	0.3140000000000002	0.199616122840699
PTPRJ	0.44100000000000034	0.28087012156111174
HSF1	0.45000000000000034	0.2866282789507473
DEDD2	0.2950000000000002	0.18746001279591282
ZNF275	0.36400000000000027	0.23160588611645203
ZNF688	0.34600000000000025	0.22008957133718093
JMJD8	0.43400000000000033	0.2763915547025063
RNF34	0.4020000000000003	0.25591810620602434
DHX40	0.3890000000000003	0.24760076775432854
MEN1	0.32600000000000023	0.2072936660268797
NFATC3	0.3160000000000002	0.2008957133717291
EIF4EBP2	0.3940000000000003	0.25079974408190386
HSPBAP1	0.3910000000000003	0.24888035828535868
KDSR	0.4220000000000003	0.26871401151632557
NPM3	0.46800000000000036	0.2981445937300184
PNN	0.4850000000000004	0.3090211132437744
SH3D21	0.2890000000000002	0.18362124120282247
CHI3L2	0.21400000000000016	0.13563659628919292
EBI3	0.3100000000000002	0.19705694177863875
CRIP1	0.32700000000000023	0.2079334612923948
PARM1	0.2830000000000002	0.1797824696097321
COMP	0.7290000000000005	0.46513115802944927
TOMM70A	0.45300000000000035	0.28854766474729243
SHMT1	0.5230000000000004	0.3333333333333467
EIF1	0.5260000000000004	0.33525271912989185
CDK5RAP3	0.3960000000000003	0.25207933461293397
PSMD4	0.4210000000000003	0.2680742162508105
SYNGR1	0.5490000000000004	0.3499680102367383
NDUFB5	0.4870000000000004	0.3103007037748045
COL5A1	0.46500000000000036	0.2962252079334732
UBE4B	0.6870000000000005	0.4382597568778167
PGF	0.4300000000000003	0.27383237364044605
SMURF1	0.3860000000000003	0.24568138195778338
IPO8	0.4850000000000004	0.3090211132437744
URB1	0.34000000000000025	0.21625079974409056
SLC1A4	0.3950000000000003	0.2514395393474189
TMCO4	0.24000000000000019	0.1522712731925845
IFIT2	0.2960000000000002	0.1880998080614279
TFDP1	0.5510000000000004	0.3512476007677684
ADAMDEC1	0.3010000000000002	0.1912987843890032
DIAPH1	0.4210000000000003	0.2680742162508105
VEGFB	0.46300000000000036	0.29494561740244307
PANK3	0.46300000000000036	0.29494561740244307
SLMO2	0.5680000000000004	0.3621241202815244
NSMCE2	0.4030000000000003	0.2565579014715394
NEU1	0.5320000000000004	0.3390914907229822
LIMS2	0.4050000000000003	0.25783749200256956
PRRX1	0.4920000000000004	0.31349968010237983
NMT1	0.3790000000000003	0.24120281509917796
PARP15	0.2460000000000002	0.15611004478567486
CSNK2B	0.43600000000000033	0.2776711452335364
SMPD1	0.3710000000000003	0.23608445297505745
FAM127B	0.2700000000000002	0.1714651311580363
DYRK2	0.47700000000000037	0.3039027511196539
GABARAP	0.47200000000000036	0.3007037747920786
ATP2A3	0.7090000000000005	0.45233525271914804
TRAPPC2L	0.47900000000000037	0.30518234165068403
FKBP2	0.46900000000000036	0.29878438899553345
DNAJC13	0.5120000000000003	0.326295585412681
KRI1	0.5640000000000004	0.3595649392194642
HMGN3	0.4280000000000003	0.27255278310941594
MEF2D	0.3770000000000003	0.23992322456814782
YME1L1	0.35800000000000026	0.22776711452336165
SRF	0.3990000000000003	0.2539987204094792
SAFB	0.5370000000000004	0.34229046705055755
SH3GLB1	0.3820000000000003	0.24312220089572312
UBE2A	0.3980000000000003	0.2533589251439641
PPP1R14A	0.32400000000000023	0.2060140754958496
RACGAP1	0.5290000000000004	0.33717210492643707
WWP2	0.3930000000000003	0.2501599488163888
ZNF677	0.2690000000000002	0.17082533589252125
DCAF10	0.5410000000000004	0.34484964811261776
TRRAP	0.4930000000000004	0.3141394753678949
CH17-189H20.1	0.2920000000000002	0.18554062699936763
PCED1B	0.44400000000000034	0.2827895073576569
MAD2L1	0.3700000000000003	0.2354446577095424
SPIB	0.35400000000000026	0.2252079334613014
LUC7L3	0.4050000000000003	0.25783749200256956
CRTC1	0.3150000000000002	0.20025591810621404
IL13RA1	0.46600000000000036	0.29686500319898823
ZNF525	0.4210000000000003	0.2680742162508105
SSH3	0.45600000000000035	0.29046705054383765
MPI	0.43300000000000033	0.27575175943699126
PLCL2	0.35000000000000026	0.22264875239924117
RDX	0.44400000000000034	0.2827895073576569
GRK6	0.36900000000000027	0.23480486244402735
FAM21A	0.35200000000000026	0.2239283429302713
PTDSS2	0.5020000000000003	0.3198976327575304
SNRPA1	0.6720000000000005	0.42866282789509075
NPRL2	0.3840000000000003	0.24440179142675325
ZFP30	0.3040000000000002	0.19321817018554838
NSA2	0.5460000000000004	0.3480486244401931
RNF170	0.4280000000000003	0.27255278310941594
MED26	0.32600000000000023	0.2072936660268797
TIMM17B	0.36000000000000026	0.22904670505439179
ZCCHC17	0.43300000000000033	0.27575175943699126
CALM1	0.5260000000000004	0.33525271912989185
NSUN4	0.4220000000000003	0.26871401151632557
AIM1	0.3740000000000003	0.23800383877160264
DDX31	0.34500000000000025	0.21944977607166588
RHOH	0.6360000000000005	0.40563019833654856
VPREB3	0.3780000000000003	0.24056301983366288
POT1	0.5210000000000004	0.3320537428023166
SMDT1	0.5220000000000004	0.33269353806783164
CLEC4M	0.2930000000000002	0.1861804222648827
AP3D1	0.43700000000000033	0.2783109404990515
MEGF9	0.4120000000000003	0.262316058861175
LIMD2	0.45000000000000034	0.2866282789507473
NCK1	0.3940000000000003	0.25079974408190386
RBL1	0.4910000000000004	0.3128598848368648
SURF4	0.3970000000000003	0.252719129878449
EPS8L2	0.33100000000000024	0.21049264235445503
SFT2D1	0.44700000000000034	0.2847088931542021
FAM69A	0.23600000000000018	0.14971209213052425
ZW10	0.4100000000000003	0.2610364683301448
APPL2	0.2470000000000002	0.15674984005118991
MIEF1	0.5230000000000004	0.3333333333333467
MYO1E	0.46200000000000035	0.294305822136928
KRBA1	0.35100000000000026	0.22328854766475623
ACTR1A	0.4280000000000003	0.27255278310941594
BTBD2	0.47000000000000036	0.2994241842610485
RRP7A	0.47800000000000037	0.304542546385169
RB1	0.36700000000000027	0.2335252719129972
KCNIP2	0.6070000000000004	0.3870761356366118
TTBK2	0.32000000000000023	0.20345489443378934
RUVBL1	0.5010000000000003	0.31925783749201536
GBAS	0.5620000000000004	0.3582853486884341
EME2	0.3100000000000002	0.19705694177863875
LONP1	0.4260000000000003	0.27127319257838584
TRIM62	0.2850000000000002	0.1810620601407622
ZNF529	0.34500000000000025	0.21944977607166588
GAPT	0.22300000000000017	0.14139475367882845
SETDB2	0.3810000000000003	0.24248240563020806
NOMO2	0.44800000000000034	0.28534868841971717
MIER3	0.36600000000000027	0.23288547664748216
PPFIBP1	0.46000000000000035	0.29302623160589786
GRAMD4	0.46800000000000036	0.2981445937300184
EEPD1	0.35500000000000026	0.2258477287268165
SLC15A3	0.4120000000000003	0.262316058861175
YARS	0.5230000000000004	0.3333333333333467
GNA11	0.4300000000000003	0.27383237364044605
C19orf70	0.3810000000000003	0.24248240563020806
AMY1B	0.22200000000000017	0.1407549584133134
C7orf73	0.4050000000000003	0.25783749200256956
TNPO2	0.5530000000000004	0.3525271912987985
ZNF638	0.35500000000000026	0.2258477287268165
RSBN1L	0.4020000000000003	0.25591810620602434
TMEM42	0.4080000000000003	0.2597568777991147
NOC3L	0.4270000000000003	0.2719129878439009
ATXN7L3	0.4050000000000003	0.25783749200256956
OSBPL11	0.4140000000000003	0.2635956493922051
OAZ2	0.3960000000000003	0.25207933461293397
DDB2	0.5270000000000004	0.3358925143954069
RAB12	0.45700000000000035	0.2911068458093527
EFS	0.44900000000000034	0.2859884836852322
HSPA5	0.46600000000000036	0.29686500319898823
DHRS3	0.44800000000000034	0.28534868841971717
C1orf159	0.3730000000000003	0.23736404350608759
SCML4	0.2750000000000002	0.17466410748561162
DSE	0.5300000000000004	0.3378119001919521
ALPK2	0.18200000000000013	0.11516314779271096
FAM96B	0.46600000000000036	0.29686500319898823
MPZ	0.4000000000000003	0.25463851567499424
LYPLA1	0.4190000000000003	0.2667946257197804
NUP43	0.46600000000000036	0.29686500319898823
HSPA8	0.4230000000000003	0.2693538067818406
MCM5	0.2940000000000002	0.18682021753039776
SOS2	0.34200000000000025	0.2175303902751207
ZNF316	0.4260000000000003	0.27127319257838584
LINC01197	0.2770000000000002	0.17594369801664173
ZDHHC23	0.33200000000000024	0.21113243761997008
DHX57	0.44100000000000034	0.28087012156111174
MAP3K1	0.45500000000000035	0.2898272552783226
DLEC1	0.09000000000000007	0.05630198336532535
CYTH2	0.44200000000000034	0.2815099168266268
SEPT4	0.1370000000000001	0.08637236084453322
TMEM160	0.4240000000000003	0.2699936020473557
RGS3	0.35700000000000026	0.2271273192578466
AL928768.3	0.48100000000000037	0.30646193218171414
GIT1	0.5820000000000004	0.37108125399873526
ZNF599	0.3060000000000002	0.19449776071657848
CANT1	0.5220000000000004	0.33269353806783164
YBX1	0.47600000000000037	0.30326295585413887
HVCN1	0.21400000000000016	0.13563659628919292
TTC32	0.23000000000000018	0.14587332053743388
ZNF22	0.3930000000000003	0.2501599488163888
GDF7	0.002	0.0
LPIN1	0.4200000000000003	0.26743442098529546
AC022007.5	0.46900000000000036	0.29878438899553345
ZNF558	0.34500000000000025	0.21944977607166588
ATF5	0.4120000000000003	0.262316058861175
RAF1	0.3790000000000003	0.24120281509917796
CBR1	0.35600000000000026	0.22648752399233155
PXK	0.4890000000000004	0.31158029430583467
PCMTD1	0.5100000000000003	0.3250159948816509
GYPC	0.5660000000000004	0.3608445297504943
SLC6A17	0.21900000000000017	0.1388355726167682
ZNF681	0.10200000000000008	0.06397952655150609
PKI55	0.45400000000000035	0.28918746001280754
SEPHS2	0.44900000000000034	0.2859884836852322
CREBBP	0.33200000000000024	0.21113243761997008
PSMB1	0.4170000000000003	0.26551503518875025
GNB5	0.6410000000000005	0.4088291746641239
COIL	0.45500000000000035	0.2898272552783226
RNASEH2B	0.4150000000000003	0.26423544465772014
FAM110A	0.2840000000000002	0.18042226487524715
HLA-DOB	0.2620000000000002	0.16634676903391582
ATP13A1	0.3960000000000003	0.25207933461293397
USP19	0.3840000000000003	0.24440179142675325
CTD-2588E21.1	0.2470000000000002	0.15674984005118991
TIMM9	0.43800000000000033	0.2789507357645665
PDCD7	0.45700000000000035	0.2911068458093527
C1orf115	0.21800000000000017	0.13819577735125316
GMFG	0.36400000000000027	0.23160588611645203
PTPRC	0.4860000000000004	0.30966090850928946
TMEM199	0.4190000000000003	0.2667946257197804
DGKQ	0.3820000000000003	0.24312220089572312
AMBRA1	0.3710000000000003	0.23608445297505745
KLF13	0.36700000000000027	0.2335252719129972
ATHL1	0.32100000000000023	0.20409468969930442
COL4A4	0.2900000000000002	0.18426103646833752
RTF1	0.47500000000000037	0.3026231605886238
BCAS3	0.6520000000000005	0.4158669225847896
YLPM1	0.4860000000000004	0.30966090850928946
GLIPR2	0.32100000000000023	0.20409468969930442
RBM3	0.5520000000000004	0.35188739603328345
EOMES	0.44200000000000034	0.2815099168266268
PAOX	0.35800000000000026	0.22776711452336165
NUP93	0.45100000000000035	0.2872680742162623
CYBB	0.6540000000000005	0.4171465131158197
FNIP1	0.44400000000000034	0.2827895073576569
TPBGL	0.09800000000000007	0.061420345489445846
GRK5	0.4210000000000003	0.2680742162508105
EPHB2	0.3110000000000002	0.1976967370441538
ANKRD44	0.43400000000000033	0.2763915547025063
CYTH1	0.34700000000000025	0.220729366602696
SEC22A	0.5250000000000004	0.3346129238643768
SNHG19	0.45900000000000035	0.2923864363403828
CRYL1	0.4880000000000004	0.31094049904031956
PTOV1	0.47200000000000036	0.3007037747920786
PAX5	0.5180000000000003	0.3301343570057714
ID4	0.5730000000000004	0.36532309660909973
GAK	0.3980000000000003	0.2533589251439641
PEAK1	0.5060000000000003	0.3224568138195906
SSNA1	0.44800000000000034	0.28534868841971717
HELZ2	0.45700000000000035	0.2911068458093527
MVB12B	0.4130000000000003	0.26295585412669004
C19orf12	0.43600000000000033	0.2776711452335364
RABL2A	0.5440000000000004	0.34676903390916297
TIMM50	0.4940000000000004	0.31477927063340994
PIGX	0.4270000000000003	0.2719129878439009
ATG4B	0.5060000000000003	0.3224568138195906
THAP1	0.2660000000000002	0.16890595009597606
PKN2	0.45000000000000034	0.2866282789507473
XRN1	0.5290000000000004	0.33717210492643707
AAMP	0.5090000000000003	0.32437619961613584
SRRM1	0.5380000000000004	0.3429302623160726
DHX30	0.4210000000000003	0.2680742162508105
NME3	0.3880000000000003	0.2469609724888135
SIRT6	0.3720000000000003	0.2367242482405725
RAPGEF5	0.2850000000000002	0.1810620601407622
TMED4	0.4910000000000004	0.3128598848368648
AKAP12	0.4230000000000003	0.2693538067818406
TAOK1	0.44800000000000034	0.28534868841971717
