	V1_Adult_Mouse_Brain_filtered_feature_bc_matrix	average
Pxmp4	0.6600000000000004	0.040583386176284854
Zfp341	0.5600000000000003	0.034242232086240346
Chmp4b	0.7300000000000004	0.04502219403931602
Raly	0.7900000000000005	0.04882688649334272
a	0.08	0.003804692454026703
Eif2s2	0.7700000000000005	0.04755865567533382
Ahcy	0.5300000000000002	0.032339885859226994
Gm45609	0.02	0.0
Itch	0.7400000000000004	0.04565630944832046
Dynlrb1	0.7200000000000004	0.044388078630311564
Map1lc3a	0.8100000000000005	0.05009511731135162
Pigu	0.7000000000000004	0.04311984781230266
Trp53inp2	0.7200000000000004	0.044388078630311564
Ncoa6	0.7600000000000005	0.04692454026632937
Ggt7	0.9600000000000006	0.05960684844641839
Acss2	0.7500000000000004	0.046290424857324916
Gss	0.8500000000000005	0.052631578947369424
Myh7b	0.5000000000000002	0.03043753963221364
Trpc4ap	0.8100000000000005	0.05009511731135162
Edem2	0.7400000000000004	0.04565630944832046
Procr	0.24000000000000007	0.013950538998097917
Mmp24	0.8100000000000005	0.05009511731135162
BC029722	0.8800000000000006	0.05453392517438278
Eif6	0.7900000000000005	0.04882688649334272
Gm16098	0.13999999999999999	0.007609384908053405
Uqcc1	0.8800000000000006	0.05453392517438278
Gdf5	0.19000000000000003	0.010779961953075661
Cep250	0.6800000000000004	0.04185161699429376
6430550D23Rik	0.19000000000000003	0.010779961953075661
Ergic3	1.0000000000000007	0.0621433100824362
Spag4	0.45000000000000023	0.027266962587191388
Cpne1	0.12999999999999998	0.006975269499048954
Rbm12	0.7300000000000004	0.04502219403931602
Nfs1	0.7200000000000004	0.044388078630311564
Romo1	0.8500000000000005	0.052631578947369424
Rbm39	0.8800000000000006	0.05453392517438278
Phf20	0.8500000000000005	0.052631578947369424
Scand1	0.7900000000000005	0.04882688649334272
Cnbd2	0.5100000000000002	0.03107165504121809
2900097C17Rik	0.9200000000000006	0.05707038681040059
Epb41l1	1.0200000000000007	0.0634115409004451
Aar2	0.7800000000000005	0.04819277108433827
Gm14168	0.38000000000000017	0.022828154724160228
Dlgap4	1.0500000000000007	0.06531388712745845
Myl9	0.7900000000000005	0.04882688649334272
Tgif2	0.2800000000000001	0.016487000634115716
4930518I15Rik	0.04	0.001268230818008901
1110008F13Rik	0.8300000000000005	0.051363348129360525
Sla2	0.35000000000000014	0.020925808497146876
Ndrg3	1.0600000000000007	0.06594800253646291
Dsn1	0.3000000000000001	0.01775523145212462
Soga1	0.5200000000000002	0.03170577045022254
Samhd1	0.6100000000000003	0.0374128091312626
Rbl1	0.3300000000000001	0.019657577679137974
Mroh8	0.22000000000000006	0.012682308180089015
Ghrh	0.5800000000000003	0.035510462904249245
Manbal	0.8200000000000005	0.05072923272035607
Src	0.7700000000000005	0.04755865567533382
Gm14286	0.02	0.0
Blcap	1.0200000000000007	0.0634115409004451
Nnat	1.6100000000000012	0.10082435003170771
Ctnnbl1	0.7200000000000004	0.044388078630311564
Vstm2l	1.5100000000000011	0.0944831959416632
Tti1	0.6400000000000003	0.039315155358275955
Tgm2	0.6500000000000004	0.03994927076728041
D630003M21Rik	0.47000000000000025	0.02853519340520029
1700060C20Rik	0.02	0.0
Lbp	1.420000000000001	0.08877615726062314
Snhg11	1.300000000000001	0.08116677235256972
Ralgapb	0.7900000000000005	0.04882688649334272
Arhgap40	0.02	0.0
Slc32a1	1.6900000000000013	0.10589727330374332
Actr5	0.5300000000000002	0.032339885859226994
Ppp1r16b	0.8300000000000005	0.051363348129360525
Fam83d	0.45000000000000023	0.027266962587191388
Dhx35	0.5900000000000003	0.0361445783132537
Gm826	0.060000000000000005	0.0025364616360178025
Mafb	0.6900000000000004	0.04248573240329821
Top1	0.7000000000000004	0.04311984781230266
Plcg1	0.6800000000000004	0.04185161699429376
Zhx3	0.7300000000000004	0.04502219403931602
Gm16751	0.04	0.001268230818008901
Lpin3	0.22000000000000006	0.012682308180089015
Emilin3	0.02	0.0
Chd6	0.7900000000000005	0.04882688649334272
Gm45447	0.4200000000000002	0.025364616360178033
Ptprt	0.9900000000000007	0.061509194673431744
Gm14246	0.08	0.003804692454026703
Srsf6	0.7800000000000005	0.04819277108433827
L3mbtl1	0.21000000000000005	0.012048192771084563
Sgk2	0.5100000000000002	0.03107165504121809
Ift52	0.7900000000000005	0.04882688649334272
Mybl2	0.23000000000000007	0.013316423589093466
Gtsf1l	0.21000000000000005	0.012048192771084563
Tox2	0.9000000000000006	0.05580215599239168
Jph2	0.3900000000000002	0.02346227013316468
Oser1	0.6500000000000004	0.03994927076728041
2900093K20Rik	0.6400000000000003	0.039315155358275955
Gdap1l1	1.0000000000000007	0.0621433100824362
Fitm2	0.7300000000000004	0.04502219403931602
2310001K24Rik	0.02	0.0
Ttpal	0.7600000000000005	0.04692454026632937
Serinc3	0.6800000000000004	0.04185161699429376
0610039K10Rik	0.02	0.0
Pkig	1.1300000000000008	0.07038681039949406
Gm16316	0.04	0.001268230818008901
Ada	0.36000000000000015	0.021559923906151326
Wisp2	0.02	0.0
Rims4	0.8000000000000005	0.049461001902347174
Ywhab	0.8300000000000005	0.051363348129360525
Pabpc1l	0.3300000000000001	0.019657577679137974
Tomm34	0.8900000000000006	0.05516804058338723
Stk4	0.6300000000000003	0.0386810399492715
Kcns1	0.7200000000000004	0.044388078630311564
Wfdc12	0.02	0.0
Wfdc15a	0.02	0.0
Svs4	0.02	0.0
Slpi	0.23000000000000007	0.013316423589093466
Matn4	0.5900000000000003	0.0361445783132537
Rbpjl	0.25000000000000006	0.014584654407102366
Sdc4	0.7800000000000005	0.04819277108433827
Sys1	0.7600000000000005	0.04692454026632937
Gm14302	0.11999999999999998	0.006341154090044504
Dbndd2	0.8600000000000005	0.05326569435637388
Pigt	0.8100000000000005	0.05009511731135162
Gm14317	0.25000000000000006	0.014584654407102366
Wfdc2	1.350000000000001	0.08433734939759198
Wfdc6a	0.02	0.0
Wfdc9	0.02	0.0
Wfdc10	0.02	0.0
Spint4	0.02	0.0
Wfdc3	0.3900000000000002	0.02346227013316468
Dnttip1	0.7400000000000004	0.04565630944832046
Ube2c	0.4100000000000002	0.024730500951173583
Tnnc2	0.18000000000000002	0.01014584654407121
Snx21	0.7900000000000005	0.04882688649334272
Acot8	0.6900000000000004	0.04248573240329821
Zswim3	0.5000000000000002	0.03043753963221364
Zswim1	0.7900000000000005	0.04882688649334272
Spata25	0.07	0.003170577045022253
Neurl2	0.5400000000000003	0.03297400126823144
Ctsa	0.6500000000000004	0.03994927076728041
Pltp	1.0300000000000007	0.06404565630944954
Pcif1	0.8400000000000005	0.05199746353836498
Zfp335	0.6800000000000004	0.04185161699429376
Zfp335os	0.5100000000000002	0.03107165504121809
Mmp9	0.38000000000000017	0.022828154724160228
Slc12a5	1.280000000000001	0.07989854153456083
Ncoa5	0.7800000000000005	0.04819277108433827
Cd40	0.26000000000000006	0.015218769816106818
Cdh22	0.8600000000000005	0.05326569435637388
Slc35c2	0.8300000000000005	0.051363348129360525
Elmo2	0.9300000000000006	0.057704502219405034
Zfp334	0.5700000000000003	0.0348763474952448
Ocstamp	0.02	0.0
Slc13a3	0.5000000000000002	0.03043753963221364
Trp53rka	0.6800000000000004	0.04185161699429376
Slc2a10	0.2700000000000001	0.015852885225111267
Eya2	0.3300000000000001	0.019657577679137974
Zmynd8	0.7700000000000005	0.04755865567533382
Ncoa3	0.6500000000000004	0.03994927076728041
Sulf2	1.0000000000000007	0.0621433100824362
5031425F14Rik	0.09	0.004438807863031153
Prex1	0.8500000000000005	0.052631578947369424
Trp53rkb	0.5800000000000003	0.035510462904249245
Arfgef2	0.7600000000000005	0.04692454026632937
Cse1l	0.8700000000000006	0.05389980976537833
Stau1	0.6900000000000004	0.04248573240329821
Ddx27	0.6700000000000004	0.04121750158528931
Znfx1	0.7400000000000004	0.04565630944832046
Kcnb1	0.9300000000000006	0.057704502219405034
Ptgis	0.4300000000000002	0.025998731769182486
Gm14291	0.02	0.0
B4galt5	0.8800000000000006	0.05453392517438278
Slc9a8	0.6900000000000004	0.04248573240329821
Spata2	0.8600000000000005	0.05326569435637388
Rnf114	0.8700000000000006	0.05389980976537833
Snai1	0.19000000000000003	0.010779961953075661
Ube2v1	0.5900000000000003	0.0361445783132537
Tmem189	0.7000000000000004	0.04311984781230266
Cebpb	0.8900000000000006	0.05516804058338723
A530013C23Rik	0.13999999999999999	0.007609384908053405
9230111E07Rik	0.05	0.0019023462270133518
Ptpn1	0.6800000000000004	0.04185161699429376
Ripor3	0.09	0.004438807863031153
Pard6b	0.45000000000000023	0.027266962587191388
E130018N17Rik	0.02	0.0
Adnp	0.4100000000000002	0.024730500951173583
Dpm1	0.8800000000000006	0.05453392517438278
Mocs3	0.6600000000000004	0.040583386176284854
Kcng1	1.0900000000000007	0.06785034876347626
Nfatc2	0.7300000000000004	0.04502219403931602
Atp9a	0.7900000000000005	0.04882688649334272
Sall4	0.04	0.001268230818008901
Zfp64	0.6600000000000004	0.040583386176284854
Gm9873	0.02	0.0
Gm14258	0.02	0.0
Tshz2	0.8800000000000006	0.05453392517438278
Gm26883	0.07	0.003170577045022253
Zfp217	0.38000000000000017	0.022828154724160228
Gm17619	0.09	0.004438807863031153
Bcas1	1.7800000000000014	0.11160431198478338
Bcas1os2	0.02	0.0
Bcas1os1	0.02	0.0
Pfdn4	0.8800000000000006	0.05453392517438278
Gm16796	0.10999999999999999	0.0057070386810400536
Gm14264	0.02	0.0
Dok5	0.7200000000000004	0.044388078630311564
Cbln4	2.1199999999999988	0.13316423589093454
Gm14271	0.02	0.0
Mc3r	0.3000000000000001	0.01775523145212462
Gm14273	0.02	0.0
Fam210b	0.8500000000000005	0.052631578947369424
Aurka	0.3100000000000001	0.01838934686112907
Cstf1	0.6600000000000004	0.040583386176284854
Cass4	0.09999999999999999	0.005072923272035603
Gm14455	0.25000000000000006	0.014584654407102366
Rtf2	0.7800000000000005	0.04819277108433827
Fam209	0.02	0.0
Tfap2c	0.02	0.0
Bmp7	0.48000000000000026	0.02916930881420474
Spo11	0.05	0.0019023462270133518
Rae1	0.8100000000000005	0.05009511731135162
Rbm38	0.35000000000000014	0.020925808497146876
Pck1	0.02	0.0
Zbp1	0.2800000000000001	0.016487000634115716
Pmepa1	0.7700000000000005	0.04755865567533382
Pmepa1os	0.09	0.004438807863031153
1700021F07Rik	0.02	0.0
Rab22a	0.7600000000000005	0.04692454026632937
Vapb	0.8200000000000005	0.05072923272035607
Stx16	0.7600000000000005	0.04692454026632937
Npepl1	0.6200000000000003	0.03804692454026705
Gm10714	0.49000000000000027	0.029803424223209193
Nespas	0.02	0.0
Gnas	0.6700000000000004	0.04121750158528931
Gm20721	0.6600000000000004	0.040583386176284854
Nelfcd	0.8600000000000005	0.05326569435637388
Ctsz	0.9200000000000006	0.05707038681040059
Atp5e	0.6200000000000003	0.03804692454026705
Prelid3b	0.8900000000000006	0.05516804058338723
Zfp831	0.6300000000000003	0.0386810399492715
Edn3	0.4400000000000002	0.026632847178186935
Gm14393	0.02	0.0
Gm14399	0.2800000000000001	0.016487000634115716
Gm14443	0.36000000000000015	0.021559923906151326
Gm14391	0.17	0.009511731135066759
Gm4631	0.6400000000000003	0.039315155358275955
Zfp968	0.4100000000000002	0.024730500951173583
Gm4724	0.12999999999999998	0.006975269499048954
Zfp965	0.05	0.0019023462270133518
Gm6710	0.6900000000000004	0.04248573240329821
Zfp966	0.13999999999999999	0.007609384908053405
Gm14435	0.02	0.0
Gm14434	0.02	0.0
Gm14308	0.2700000000000001	0.015852885225111267
Zfp973	0.02	0.0
Gm14305	0.7100000000000004	0.04375396322130711
Gm14295	0.6000000000000003	0.03677869372225815
Gm14296	0.7400000000000004	0.04565630944832046
Gm14419	0.5300000000000002	0.032339885859226994
Gm14410	0.07	0.003170577045022253
Gm14409	0.02	0.0
Gm14412	0.09999999999999999	0.005072923272035603
Gm14418	0.6100000000000003	0.0374128091312626
Zfp970	0.10999999999999999	0.0057070386810400536
Gm14403	0.34000000000000014	0.020291693088142423
Gm14322	0.25000000000000006	0.014584654407102366
Gm14325	0.3000000000000001	0.01775523145212462
Gm14327	0.3000000000000001	0.01775523145212462
Zfp972	0.02	0.0
Gm14326	0.5400000000000003	0.03297400126823144
Zfp971	0.3300000000000001	0.019657577679137974
Gm26869	0.02	0.0
Zfp931	0.6200000000000003	0.03804692454026705
Phactr3	0.7700000000000005	0.04755865567533382
Sycp2	0.15	0.008243500317057856
Ppp1r3d	0.5600000000000003	0.034242232086240346
Fam217b	0.8300000000000005	0.051363348129360525
Cdh26	0.13999999999999999	0.007609384908053405
Cdh4	0.8800000000000006	0.05453392517438278
Taf4	0.6000000000000003	0.03677869372225815
Lsm14b	0.8900000000000006	0.05516804058338723
Psma7	0.7800000000000005	0.04819277108433827
Ss18l1	0.7800000000000005	0.04819277108433827
Hrh3	1.0100000000000007	0.06277742549144065
Osbpl2	0.7500000000000004	0.046290424857324916
Adrm1	0.7500000000000004	0.046290424857324916
Lama5	0.5700000000000003	0.0348763474952448
Cables2	0.7800000000000005	0.04819277108433827
B230312C02Rik	0.4400000000000002	0.026632847178186935
Slco4a1	0.35000000000000014	0.020925808497146876
Ntsr1	0.5200000000000002	0.03170577045022254
Mrgbp	0.6600000000000004	0.040583386176284854
Ogfr	0.7200000000000004	0.044388078630311564
Col9a3	1.340000000000001	0.08370323398858753
Tcfl5	0.3200000000000001	0.01902346227013352
Dido1	0.7100000000000004	0.04375396322130711
Gid8	0.7800000000000005	0.04819277108433827
Slc17a9	0.11999999999999998	0.006341154090044504
Bhlhe23	0.11999999999999998	0.006341154090044504
Gm14342	0.10999999999999999	0.0057070386810400536
Gm27032	0.7900000000000005	0.04882688649334272
Ythdf1	0.8300000000000005	0.051363348129360525
Birc7	0.25000000000000006	0.014584654407102366
Nkain4	0.8300000000000005	0.051363348129360525
Arfgap1	0.8800000000000006	0.05453392517438278
Col20a1	0.2900000000000001	0.01712111604312017
Chrna4	1.0100000000000007	0.06277742549144065
Kcnq2	1.0500000000000007	0.06531388712745845
Eef1a2	1.1100000000000008	0.06911857958148515
Ppdpf	0.7500000000000004	0.046290424857324916
Srms	0.07	0.003170577045022253
Fndc11	0.09	0.004438807863031153
Helz2	0.2700000000000001	0.015852885225111267
Gmeb2	0.6200000000000003	0.03804692454026705
Stmn3	1.1600000000000008	0.07228915662650741
Rtel1	0.5300000000000002	0.032339885859226994
Arfrp1	0.8200000000000005	0.05072923272035607
Zgpat	0.7200000000000004	0.044388078630311564
Lime1	0.02	0.0
Zbtb46	0.5300000000000002	0.032339885859226994
Tpd52l2	0.7900000000000005	0.04882688649334272
Dnajc5	0.9200000000000006	0.05707038681040059
Uckl1	0.6700000000000004	0.04121750158528931
Uckl1os	0.2800000000000001	0.016487000634115716
Zfp512b	0.6800000000000004	0.04185161699429376
Prpf6	0.7900000000000005	0.04882688649334272
Samd10	0.7200000000000004	0.044388078630311564
Gm29797	0.02	0.0
Sox18	0.6200000000000003	0.03804692454026705
Tcea2	0.8200000000000005	0.05072923272035607
Rgs19	0.7400000000000004	0.04565630944832046
Oprl1	1.0600000000000007	0.06594800253646291
Myt1	0.5600000000000003	0.034242232086240346
Pcmtd2	0.8300000000000005	0.051363348129360525
Polr3k	0.8100000000000005	0.05009511731135162
Nudt11	0.9100000000000006	0.056436271401396135
Nudt10	0.8000000000000005	0.049461001902347174
Bmp15	0.02	0.0
Shroom4	0.4100000000000002	0.024730500951173583
Dgkk	0.45000000000000023	0.027266962587191388
Clcn5	0.6600000000000004	0.040583386176284854
Usp27x	0.7200000000000004	0.044388078630311564
Ppp1r3f	0.7200000000000004	0.044388078630311564
Flicr	0.2800000000000001	0.016487000634115716
Foxp3	0.02	0.0
Ccdc22	0.7100000000000004	0.04375396322130711
Cacna1f	0.07	0.003170577045022253
Syp	1.350000000000001	0.08433734939759198
Gm14703	0.37000000000000016	0.02219403931515578
Prickle3	0.26000000000000006	0.015218769816106818
Plp2	0.5400000000000003	0.03297400126823144
Magix	0.24000000000000007	0.013950538998097917
Gpkow	0.7100000000000004	0.04375396322130711
Wdr45	0.7600000000000005	0.04692454026632937
Praf2	0.9500000000000006	0.05897273303741394
Ccdc120	0.5300000000000002	0.032339885859226994
Tfe3	0.7200000000000004	0.044388078630311564
Gripap1	0.7700000000000005	0.04755865567533382
Kcnd1	0.5900000000000003	0.0361445783132537
Otud5	0.8500000000000005	0.052631578947369424
Pim2	0.7700000000000005	0.04755865567533382
Slc35a2	0.7100000000000004	0.04375396322130711
Pqbp1	0.7900000000000005	0.04882688649334272
Timm17b	0.8200000000000005	0.05072923272035607
Gm10490	0.02	0.0
Pcsk1n	0.7200000000000004	0.044388078630311564
Hdac6	0.7100000000000004	0.04375396322130711
Gata1	0.02	0.0
Glod5	0.19000000000000003	0.010779961953075661
Suv39h1	0.6900000000000004	0.04248573240329821
Was	0.15	0.008243500317057856
Wdr13	0.8300000000000005	0.051363348129360525
Rbm3	0.9300000000000006	0.057704502219405034
Rbm3os	0.16	0.008877615726062308
Tbc1d25	0.6500000000000004	0.03994927076728041
Ebp	0.7400000000000004	0.04565630944832046
Porcn	0.9600000000000006	0.05960684844641839
Ftsj1	0.7000000000000004	0.04311984781230266
Slc38a5	0.6100000000000003	0.0374128091312626
Ssxb8	0.02	0.0
Ssxb5	0.02	0.0
Gm5751	0.02	0.0
B630019K06Rik	0.8500000000000005	0.052631578947369424
Lancl3	0.20000000000000004	0.011414077362080112
Xk	0.6500000000000004	0.03994927076728041
H2al1m	0.02	0.0
Cybb	0.26000000000000006	0.015218769816106818
Dynlt3	0.8800000000000006	0.05453392517438278
Sytl5	0.05	0.0019023462270133518
Srpx	0.02	0.0
Tspan7	0.8900000000000006	0.05516804058338723
Gm10489	0.02	0.0
Mid1ip1	0.8200000000000005	0.05072923272035607
Bcor	0.7000000000000004	0.04311984781230266
Atp6ap2	0.9900000000000007	0.061509194673431744
1810030O07Rik	0.6700000000000004	0.04121750158528931
Med14	0.9400000000000006	0.058338617628409487
Usp9x	0.7800000000000005	0.04819277108433827
2010308F09Rik	0.19000000000000003	0.010779961953075661
Ddx3x	0.8100000000000005	0.05009511731135162
Nyx	0.07	0.003170577045022253
Cask	0.6700000000000004	0.04121750158528931
Gpr34	0.6900000000000004	0.04248573240329821
Gpr82	0.02	0.0
Maoa	0.7000000000000004	0.04311984781230266
Maob	0.7200000000000004	0.044388078630311564
Ndp	0.6100000000000003	0.0374128091312626
Efhc2	0.38000000000000017	0.022828154724160228
Fundc1	0.7800000000000005	0.04819277108433827
Kdm6a	0.6900000000000004	0.04248573240329821
4930578C19Rik	0.04	0.001268230818008901
Gm26652	0.09	0.004438807863031153
Chst7	0.4100000000000002	0.024730500951173583
Slc9a7	0.2900000000000001	0.01712111604312017
Jade3	0.5100000000000002	0.03107165504121809
Rgn	0.18000000000000002	0.01014584654407121
Ndufb11	0.7900000000000005	0.04882688649334272
Rbm10	0.7400000000000004	0.04565630944832046
Uba1	0.8100000000000005	0.05009511731135162
Cdk16	0.9200000000000006	0.05707038681040059
Usp11	1.0100000000000007	0.06277742549144065
Araf	1.0200000000000007	0.0634115409004451
Syn1	1.260000000000001	0.07863031071655192
Timp1	0.19000000000000003	0.010779961953075661
Cfp	0.5000000000000002	0.03043753963221364
Elk1	1.1500000000000008	0.07165504121750296
Uxt	0.6900000000000004	0.04248573240329821
Zfp182	0.45000000000000023	0.027266962587191388
Zfp300	0.3900000000000002	0.02346227013316468
Gm6938	0.02	0.0
Gm26593	0.04	0.001268230818008901
Agtr2	0.20000000000000004	0.011414077362080112
Klhl13	0.9800000000000006	0.06087507926442729
Wdr44	0.6400000000000003	0.039315155358275955
Dock11	0.5300000000000002	0.032339885859226994
Il13ra1	0.48000000000000026	0.02916930881420474
Zcchc12	1.9000000000000015	0.1192136968928368
Lonrf3	0.23000000000000007	0.013316423589093466
Gm14569	0.02	0.0
Pgrmc1	1.1100000000000008	0.06911857958148515
Akap17b	0.6300000000000003	0.0386810399492715
Slc25a43	0.02	0.0
Slc25a5	0.8300000000000005	0.051363348129360525
Mdrl	0.34000000000000014	0.020291693088142423
C330007P06Rik	0.7000000000000004	0.04311984781230266
Ube2a	0.7800000000000005	0.04819277108433827
Nkrf	0.7900000000000005	0.04882688649334272
Sept6	0.9400000000000006	0.058338617628409487
Upf3b	0.6300000000000003	0.0386810399492715
Nkap	0.6500000000000004	0.03994927076728041
Akap14	0.19000000000000003	0.010779961953075661
Ndufa1	0.8500000000000005	0.052631578947369424
Rnf113a1	0.5600000000000003	0.034242232086240346
Rhox5	0.02	0.0
Zbtb33	0.6500000000000004	0.03994927076728041
Tmem255a	0.9400000000000006	0.058338617628409487
Lamp2	0.7800000000000005	0.04819277108433827
Gm7598	0.05	0.0019023462270133518
Cul4b	0.7800000000000005	0.04819277108433827
Mcts1	0.9100000000000006	0.056436271401396135
C1galt1c1	0.7900000000000005	0.04882688649334272
6030498E09Rik	0.09	0.004438807863031153
Gria3	1.310000000000001	0.08180088776157418
Thoc2	0.7600000000000005	0.04692454026632937
Xiap	0.7700000000000005	0.04755865567533382
Stag2	0.6500000000000004	0.03994927076728041
Sh2d1a	0.2700000000000001	0.015852885225111267
Tenm1	0.8400000000000005	0.05199746353836498
Dcaf12l2	0.38000000000000017	0.022828154724160228
Dcaf12l1	0.9700000000000006	0.06024096385542284
Prr32	1.1200000000000008	0.06975269499048961
Smarca1	0.7300000000000004	0.04502219403931602
Ocrl	0.8000000000000005	0.049461001902347174
Apln	0.7100000000000004	0.04375396322130711
Xpnpep2	0.02	0.0
Sash3	0.34000000000000014	0.020291693088142423
Zdhhc9	0.6600000000000004	0.040583386176284854
Utp14a	0.6100000000000003	0.0374128091312626
9530027J09Rik	0.02	0.0
Bcorl1	0.6500000000000004	0.03994927076728041
Elf4	0.23000000000000007	0.013316423589093466
Aifm1	0.6700000000000004	0.04121750158528931
Rab33a	0.7900000000000005	0.04882688649334272
Zfp280c	0.6000000000000003	0.03677869372225815
Slc25a14	0.9300000000000006	0.057704502219405034
Rbmx2	0.6200000000000003	0.03804692454026705
Enox2	0.6400000000000003	0.039315155358275955
Arhgap36	1.8800000000000014	0.11794546607482789
Igsf1	1.310000000000001	0.08180088776157418
Stk26	0.4300000000000002	0.025998731769182486
Rap2c	0.7000000000000004	0.04311984781230266
Mbnl3	0.09	0.004438807863031153
Hs6st2	0.9700000000000006	0.06024096385542284
Gpc4	0.7700000000000005	0.04755865567533382
Gpc3	0.5300000000000002	0.032339885859226994
Ccdc160	0.4400000000000002	0.026632847178186935
Phf6	0.6700000000000004	0.04121750158528931
Hprt	1.0400000000000007	0.064679771718454
Fam122b	0.5500000000000003	0.03360811667723589
Mospd1	0.7100000000000004	0.04375396322130711
Gm14597	0.02	0.0
Rtl8c	0.2700000000000001	0.015852885225111267
Rtl8a	0.9300000000000006	0.057704502219405034
Rtl8b	0.8700000000000006	0.05389980976537833
4930502E18Rik	0.13999999999999999	0.007609384908053405
1700013H16Rik	0.05	0.0019023462270133518
Xlr	0.38000000000000017	0.022828154724160228
3830403N18Rik	0.08	0.003804692454026703
Zfp449	0.5000000000000002	0.03043753963221364
Gm2155	0.25000000000000006	0.014584654407102366
Smim10l2a	0.7600000000000005	0.04692454026632937
Ints6l	0.6700000000000004	0.04121750158528931
Gm648	0.04	0.001268230818008901
Mmgt1	0.6900000000000004	0.04248573240329821
Slc9a6	0.9300000000000006	0.057704502219405034
Fhl1	0.8200000000000005	0.05072923272035607
Map7d3	0.02	0.0
Brs3	0.2900000000000001	0.01712111604312017
Htatsf1	0.7300000000000004	0.04502219403931602
Gm14718	0.02	0.0
Arhgef6	0.5800000000000003	0.035510462904249245
Rbmx	0.6900000000000004	0.04248573240329821
Gpr101	1.1600000000000008	0.07228915662650741
Zic3	0.5400000000000003	0.03297400126823144
Fgf13	1.310000000000001	0.08180088776157418
F9	0.02	0.0
Mcf2	0.5800000000000003	0.035510462904249245
Atp11c	0.6000000000000003	0.03677869372225815
Sox3	0.5300000000000002	0.032339885859226994
Gm14662	0.02	0.0
Gm14664	0.02	0.0
C230004F18Rik	0.7200000000000004	0.044388078630311564
Cdr1	0.02	0.0
Ldoc1	0.4300000000000002	0.025998731769182486
Slitrk4	0.8900000000000006	0.05516804058338723
Slitrk2	0.7000000000000004	0.04311984781230266
Fmr1os	0.02	0.0
Fmr1	0.7800000000000005	0.04819277108433827
Fmr1nb	0.09	0.004438807863031153
Gm14698	0.07	0.003170577045022253
Aff2	0.3000000000000001	0.01775523145212462
Ids	1.270000000000001	0.07926442612555637
1110012L19Rik	0.7100000000000004	0.04375396322130711
Tmem185a	0.8300000000000005	0.051363348129360525
Mamld1	0.8000000000000005	0.049461001902347174
Cd99l2	0.8100000000000005	0.05009511731135162
Hmgb3	0.7100000000000004	0.04375396322130711
Gpr50	0.5100000000000002	0.03107165504121809
Vma21	0.8100000000000005	0.05009511731135162
Gm1141	0.08	0.003804692454026703
Prrg3	0.6900000000000004	0.04248573240329821
Fate1	0.02	0.0
Cnga2	0.02	0.0
Gabre	0.7400000000000004	0.04565630944832046
Gabra3	0.9800000000000006	0.06087507926442729
Gabrq	0.7900000000000005	0.04882688649334272
Cetn2	0.8500000000000005	0.052631578947369424
Nsdhl	0.7200000000000004	0.044388078630311564
Zfp185	0.4100000000000002	0.024730500951173583
Pnma5	0.060000000000000005	0.0025364616360178025
Pnma3	0.6500000000000004	0.03994927076728041
Xlr4a	0.04	0.001268230818008901
Xlr3a	0.35000000000000014	0.020925808497146876
Xlr3b	0.4300000000000002	0.025998731769182486
Xlr4b	0.02	0.0
F8a	0.7100000000000004	0.04375396322130711
Zfp275	0.6100000000000003	0.0374128091312626
Zfp92	0.38000000000000017	0.022828154724160228
Haus7	0.6100000000000003	0.0374128091312626
Bgn	0.7900000000000005	0.04882688649334272
Atp2b3	0.6100000000000003	0.0374128091312626
Dusp9	0.2800000000000001	0.016487000634115716
Pnck	1.9600000000000015	0.1230183893468635
Slc6a8	0.7100000000000004	0.04375396322130711
Bcap31	0.8100000000000005	0.05009511731135162
Abcd1	0.6100000000000003	0.0374128091312626
Plxnb3	0.8300000000000005	0.051363348129360525
Srpk3	0.48000000000000026	0.02916930881420474
Idh3g	0.9400000000000006	0.058338617628409487
Ssr4	0.8300000000000005	0.051363348129360525
Pdzd4	0.7400000000000004	0.04565630944832046
L1cam	1.0200000000000007	0.0634115409004451
Arhgap4	0.2900000000000001	0.01712111604312017
Naa10	0.8700000000000006	0.05389980976537833
Renbp	0.47000000000000025	0.02853519340520029
Hcfc1	0.7500000000000004	0.046290424857324916
Irak1	0.7100000000000004	0.04375396322130711
Mecp2	0.7900000000000005	0.04882688649334272
Opn1mw	0.25000000000000006	0.014584654407102366
Tktl1	0.05	0.0019023462270133518
Flna	0.7900000000000005	0.04882688649334272
Emd	0.8000000000000005	0.049461001902347174
Dnase1l1	0.37000000000000016	0.02219403931515578
Taz	0.7000000000000004	0.04311984781230266
Atp6ap1	0.8200000000000005	0.05072923272035607
Gdi1	0.8800000000000006	0.05453392517438278
Fam50a	0.7000000000000004	0.04311984781230266
Plxna3	0.6300000000000003	0.0386810399492715
Lage3	0.7000000000000004	0.04311984781230266
Ubl4a	0.7900000000000005	0.04882688649334272
Slc10a3	0.4400000000000002	0.026632847178186935
Fam3a	0.7500000000000004	0.046290424857324916
Ikbkg	0.7100000000000004	0.04375396322130711
G6pdx	0.7200000000000004	0.044388078630311564
Gab3	0.37000000000000016	0.02219403931515578
Dkc1	0.6800000000000004	0.04185161699429376
Mpp1	0.8500000000000005	0.052631578947369424
F8	0.34000000000000014	0.020291693088142423
Fundc2	0.7800000000000005	0.04819277108433827
Cmc4	0.6400000000000003	0.039315155358275955
Brcc3	0.8000000000000005	0.049461001902347174
